PNR Number: 22517_20221101_0_2088_23				Train Number :22517				Date of Journey:2022-11-01
mr                          				SL2041				14				UB
XLIGvYWQqJAbqVf             				SL2041				15				LB
sumOAezHTYuI                				SL2041				16				MB
kTu                         				SL2041				17				UB
NVXhuxoU                    				SL2041				18				SL
pHk                         				SL2041				19				SU
qZ                          				SL2041				20				LB
gBIxnhJT                    				SL2041				21				MB
aT                          				SL2041				22				UB
Eph                         				SL2041				23				LB
ZQHYAiXTgnXod               				SL2041				24				MB
zzS                         				SL2042				1				LB
kyHJ                        				SL2042				2				MB
ueZh                        				SL2042				3				UB
etbBpXQxaqJTZ               				SL2042				4				LB
jfpB                        				SL2042				5				MB
HXRYsnaypCkKF               				SL2042				6				UB
FRxjPH                      				SL2042				7				SL
paLRrtYjS                   				SL2042				8				SU




PNR Number: 22517_20221101_1_2889_6				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

VBkDcHZVMlkBW               				AC2889				6				UB
qsbzbJkiOc                  				AC2889				7				UB
dr                          				AC2889				8				SL
ESMOdKGQKlHpz               				AC2889				9				SU
dVyDwyJWdrVjSrC             				AC2889				10				LB
EFmMCIYNL                   				AC2889				11				LB
tM                          				AC2889				12				UB
Uwv                         				AC2889				13				UB
oiLN                        				AC2889				14				SL
GIsExkLAcGbF                				AC2889				15				SU
gNSjsUIWUgIX                				AC2889				16				LB
MWzBbGnsQkH                 				AC2889				17				LB
iocMJSTAfq                  				AC2889				18				UB
ZssPISxpN                   				AC2890				1				UB
hoeDEqSByHfuTR              				AC2890				2				SL
PfSVu                       				AC2890				3				SU
ehEPIrFFF                   				AC2890				4				LB
NfO                         				AC2890				5				LB
opk                         				AC2890				6				UB
NJyeAEfZgmBN                				AC2890				7				UB
oNDVngxoCw                  				AC2890				8				SL
tHdRhcwdJC                  				AC2890				9				SU
KvVcwTpVM                   				AC2890				10				LB
LZL                         				AC2890				11				LB
EnEZaXWdEmZcNty             				AC2890				12				UB
bywfy                       				AC2890				13				UB
DONCzdDkpHDUZ               				AC2890				14				SL
BynuqkCDbdOo                				AC2890				15				SU




PNR Number: 4652_20221101_0_2069_22				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

VHOeCI                      				SL2069				22				UB
pxy                         				SL2069				23				LB
RrWHmNuaE                   				SL2069				24				MB
BEotW                       				SL2070				1				LB
Q                           				SL2070				2				MB
jKB                         				SL2070				3				UB
nwkpj                       				SL2070				4				LB
dZBuBETbiCLoS               				SL2070				5				MB
cPFhCkLV                    				SL2070				6				UB
msBnbHfAQkYGgen             				SL2070				7				SL
LHdfpsqFhpgl                				SL2070				8				SU
QniuFf                      				SL2070				9				LB
CROVRWKCnglvqLN             				SL2070				10				MB
AEQSYwafsWKBUZil            				SL2070				11				UB




PNR Number: 4652_20221101_0_2070_12				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

hwjGCplwxsve                				SL2070				12				LB
CjpKhbJECHF                 				SL2070				13				MB
dbmanAGTGQyJQ               				SL2070				14				UB
KhdyvkJIfMdAw               				SL2070				15				LB
VzHlGPDPLNci                				SL2070				16				MB
XnenBifw                    				SL2070				17				UB
TUGRjU                      				SL2070				18				SL
pGOVJOaQ                    				SL2070				19				SU
oQoxeooNTPMHXS              				SL2070				20				LB
GSA                         				SL2070				21				MB
ciyFAInm                    				SL2070				22				UB
VKcTojdenkLRZF              				SL2070				23				LB
uNlDhdetap                  				SL2070				24				MB
prKT                        				SL2071				1				LB
iKiUeQgV                    				SL2071				2				MB
kpysBYbPL                   				SL2071				3				UB
oLKKMKEFRdrg                				SL2071				4				LB
PIIhVSSEf                   				SL2071				5				MB
VoAznAiM                    				SL2071				6				UB
KUcNGl                      				SL2071				7				SL
ORf                         				SL2071				8				SU
RGZAqL                      				SL2071				9				LB
LSXsMhvTO                   				SL2071				10				MB
L                           				SL2071				11				UB
W                           				SL2071				12				LB
MIRr                        				SL2071				13				MB
rv                          				SL2071				14				UB
bFgGqgaQCt                  				SL2071				15				LB
woq                         				SL2071				16				MB
izDegHHGeYjbVtmp            				SL2071				17				UB
dqnxZf                      				SL2071				18				SL
QmqZR                       				SL2071				19				SU
N                           				SL2071				20				LB
CFlaBDuMgLbaxsY             				SL2071				21				MB
LPdhX                       				SL2071				22				UB
sAJeRyHiKi                  				SL2071				23				LB




PNR Number: 4652_20221101_1_2984_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

kpNTUBXYxup                 				AC2984				11				LB
l                           				AC2984				12				UB
mQUezSxRG                   				AC2984				13				UB




PNR Number: 4652_20221101_0_2090_24				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

YawvRQSpwxIjXDY             				SL2090				24				MB
DkfZPUSuOkvLIxR             				SL2091				1				LB
SfSPLDphbz                  				SL2091				2				MB
ZMUhRj                      				SL2091				3				UB
vmcsd                       				SL2091				4				LB
TIbPZ                       				SL2091				5				MB
JXOFNMCAoOc                 				SL2091				6				UB
eLAcJsjVPFLM                				SL2091				7				SL
vuwpac                      				SL2091				8				SU
AA                          				SL2091				9				LB
sUlRaORTTrIxBmW             				SL2091				10				MB
nOvaGttZkbk                 				SL2091				11				UB
RPqRPfYvf                   				SL2091				12				LB
fFKbz                       				SL2091				13				MB
NrAaozHxZKZiAEUc            				SL2091				14				UB
DDojJAsikTuFS               				SL2091				15				LB
BPoFajLUoobcWygk            				SL2091				16				MB
mTrDH                       				SL2091				17				UB
kwQB                        				SL2091				18				SL
XT                          				SL2091				19				SU
YClAx                       				SL2091				20				LB
qWYKJMJfXLsxeQ              				SL2091				21				MB
mEgjBQxOTBzEjr              				SL2091				22				UB
odLgkQzF                    				SL2091				23				LB
WjBu                        				SL2091				24				MB
ojeMkW                      				SL2092				1				LB
ufaFfvNJVouY                				SL2092				2				MB
UeRRS                       				SL2092				3				UB
QjwGoxKSrq                  				SL2092				4				LB




PNR Number: 4652_20221101_1_2990_10				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

qf                          				AC2990				10				LB
IkzHoxYrsPAndMc             				AC2990				11				LB
cBqD                        				AC2990				12				UB
VBdEFBNaniFd                				AC2990				13				UB
JIPgz                       				AC2990				14				SL
BMhqxdXov                   				AC2990				15				SU
sE                          				AC2990				16				LB
HcwXz                       				AC2990				17				LB
DMWzzqzget                  				AC2990				18				UB




PNR Number: 22517_20221101_0_2198_5				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

x                           				SL2198				5				MB
si                          				SL2198				6				UB
cEzKzkSW                    				SL2198				7				SL
nm                          				SL2198				8				SU
GFTsPZBcs                   				SL2198				9				LB
kVzNu                       				SL2198				10				MB
ZolGUyCxbOASV               				SL2198				11				UB
dI                          				SL2198				12				LB
GnsOTk                      				SL2198				13				MB
cCkFqiwpdGS                 				SL2198				14				UB
kshwuyyzYEn                 				SL2198				15				LB
NxMVkOmlNfhyHI              				SL2198				16				MB
ig                          				SL2198				17				UB
AaL                         				SL2198				18				SL
NbzfFIkNcE                  				SL2198				19				SU
rFlpAI                      				SL2198				20				LB
mCQmzWS                     				SL2198				21				MB
mmBmOYetFztAqw              				SL2198				22				UB
J                           				SL2198				23				LB
qsC                         				SL2198				24				MB
zEugUQDrUc                  				SL2199				1				LB
R                           				SL2199				2				MB
JWdpJLh                     				SL2199				3				UB
yWfXUkr                     				SL2199				4				LB
HUTYSZMKY                   				SL2199				5				MB
WzrhwYCQbEHD                				SL2199				6				UB
MIgGeJmDcFWZNyO             				SL2199				7				SL
KzelyKrarJWyW               				SL2199				8				SU
TumjdkUMNpCU                				SL2199				9				LB
SFL                         				SL2199				10				MB
zQkoStTYYnWaUUJ             				SL2199				11				UB
kEqhzGtAMp                  				SL2199				12				LB
qRtuVGQwJZQ                 				SL2199				13				MB
GPraSIYRDKqn                				SL2199				14				UB




PNR Number: 4652_20221101_0_2103_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

kLeQpP                      				SL2103				11				UB
SCqhhxdg                    				SL2103				12				LB
BrX                         				SL2103				13				MB
nAsLuPwr                    				SL2103				14				UB
lyJUFIkd                    				SL2103				15				LB
AfWsPMAdUbPED               				SL2103				16				MB
GklHunuuAQrJO               				SL2103				17				UB
U                           				SL2103				18				SL
qGdvUT                      				SL2103				19				SU
lKOSeuiMwfTq                				SL2103				20				LB
lI                          				SL2103				21				MB
aJ                          				SL2103				22				UB
RiWgTMYFpb                  				SL2103				23				LB
BWjgGDSS                    				SL2103				24				MB
qQSjmo                      				SL2104				1				LB
vsHWa                       				SL2104				2				MB
eeiuwtXr                    				SL2104				3				UB
ML                          				SL2104				4				LB
Ia                          				SL2104				5				MB
aJjao                       				SL2104				6				UB
PAuHykZCswgwQuz             				SL2104				7				SL
tSvuHsXK                    				SL2104				8				SU
NMvOmceHGRTR                				SL2104				9				LB
ozVWN                       				SL2104				10				MB
DSVxeXLjU                   				SL2104				11				UB
edPfRxQHJLWXm               				SL2104				12				LB
nduciTDN                    				SL2104				13				MB
kUpK                        				SL2104				14				UB
AoUlwd                      				SL2104				15				LB
Yh                          				SL2104				16				MB
ElUZw                       				SL2104				17				UB
IqTDTRTA                    				SL2104				18				SL
UH                          				SL2104				19				SU
LRWRhUwIJqpnxxP             				SL2104				20				LB
wGvtHW                      				SL2104				21				MB
jPyYfRBwp                   				SL2104				22				UB
pbAXrIzXja                  				SL2104				23				LB
uUFCZcjALqvCbZuK            				SL2104				24				MB




PNR Number: 22517_20221101_1_2990_12				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

rABXwKrno                   				AC2990				12				UB
UafuSkddvxCwxCi             				AC2990				13				UB
NumtqUdHDSHP                				AC2990				14				SL
uSOjngyAdJpY                				AC2990				15				SU
AfusKKaOUTur                				AC2990				16				LB
ZOWlPElES                   				AC2990				17				LB
jDKqUBfFpv                  				AC2990				18				UB
mMyxxcBeLjs                 				AC2991				1				UB
doMc                        				AC2991				2				SL
crYgwOfTmUcmJpdY            				AC2991				3				SU
pbxaOyRv                    				AC2991				4				LB
bwWar                       				AC2991				5				LB
tQuXxfiVByZFSsRj            				AC2991				6				UB
k                           				AC2991				7				UB
DBTkHlkvXCNFYjg             				AC2991				8				SL
pSCorOYssqQ                 				AC2991				9				SU
HfLfdgYpx                   				AC2991				10				LB
mGz                         				AC2991				11				LB
CyPiTBcFotx                 				AC2991				12				UB
JqsVqlRF                    				AC2991				13				UB




PNR Number: 22517_20221101_0_2313_21				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

qNnBDOFMn                   				SL2313				21				MB
MBBDUQw                     				SL2313				22				UB
pWFoPVJTaig                 				SL2313				23				LB
iiqMWk                      				SL2313				24				MB
VSbKzEu                     				SL2314				1				LB
sxwiZMqIBgwga               				SL2314				2				MB
ObfYByPksrc                 				SL2314				3				UB
eRZmeKZeR                   				SL2314				4				LB
kqAWOFEOtxx                 				SL2314				5				MB
fQdZsR                      				SL2314				6				UB
LXm                         				SL2314				7				SL
vDtIRhedBntcwl              				SL2314				8				SU
vDIOCRmwyRrXi               				SL2314				9				LB
STQySFjIceLb                				SL2314				10				MB
lUBEyZ                      				SL2314				11				UB
Y                           				SL2314				12				LB
QRmRcBLgBWRxYHw             				SL2314				13				MB
oVbnNr                      				SL2314				14				UB
YfTFmykyKVhb                				SL2314				15				LB
ZBv                         				SL2314				16				MB
jrT                         				SL2314				17				UB
PUOa                        				SL2314				18				SL
L                           				SL2314				19				SU
xIWcVdZYuvZg                				SL2314				20				LB
h                           				SL2314				21				MB




PNR Number: 22517_20221101_0_2334_4				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

c                           				SL2334				4				LB
gLaUgXa                     				SL2334				5				MB
oLfeRNylRVtKQHly            				SL2334				6				UB




PNR Number: 4652_20221101_0_2193_16				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

c                           				SL2193				16				MB
JHeSFun                     				SL2193				17				UB
urJcXMgRQehvX               				SL2193				18				SL
YjEPqP                      				SL2193				19				SU
KxMxGhbwSypzTF              				SL2193				20				LB
DPVkkF                      				SL2193				21				MB
dRJPiXXDFU                  				SL2193				22				UB




PNR Number: 4652_20221101_1_3168_1				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

hWsoaEzBZj                  				AC3168				1				UB
BikXwGU                     				AC3168				2				SL
VWwRFopCGc                  				AC3168				3				SU
GUrFsJtjdBndVKBx            				AC3168				4				LB
FPvfp                       				AC3168				5				LB
JSJDVRBYOrOFjgH             				AC3168				6				UB
EFKD                        				AC3168				7				UB
CuTBeClnEiMBVAXI            				AC3168				8				SL
jN                          				AC3168				9				SU
ikeIJizXvb                  				AC3168				10				LB
YLiBFldzbwgAlpYc            				AC3168				11				LB
VWHSli                      				AC3168				12				UB
lW                          				AC3168				13				UB
KMeScXI                     				AC3168				14				SL
JGeOFDAYdbpELXtV            				AC3168				15				SU
IDiBkIrobO                  				AC3168				16				LB
ZtnCOjcE                    				AC3168				17				LB
NO                          				AC3168				18				UB




PNR Number: 4652_20221101_0_2194_3				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

iQhs                        				SL2194				3				UB
Wq                          				SL2194				4				LB
zULW                        				SL2194				5				MB
fEnHOp                      				SL2194				6				UB
HYSZQVZYSSJyUSU             				SL2194				7				SL
KwBZmaLcjm                  				SL2194				8				SU
Kazb                        				SL2194				9				LB
gAEKiD                      				SL2194				10				MB
oFTaHHAjsB                  				SL2194				11				UB
lN                          				SL2194				12				LB
nXkfS                       				SL2194				13				MB
RJ                          				SL2194				14				UB
KVpiNtsZnJbqC               				SL2194				15				LB
OUjTbjQgfRiJ                				SL2194				16				MB
jxlDuuz                     				SL2194				17				UB
AIdqZm                      				SL2194				18				SL
WG                          				SL2194				19				SU
pHCijJw                     				SL2194				20				LB
DZQsjn                      				SL2194				21				MB
gzjshvhLad                  				SL2194				22				UB
TTRwwmm                     				SL2194				23				LB
ugenmNKjQNtabL              				SL2194				24				MB
jXWuVx                      				SL2195				1				LB
iRgJI                       				SL2195				2				MB
kAShcuaoGqxBg               				SL2195				3				UB
OAgSkRU                     				SL2195				4				LB
otDYDAJSI                   				SL2195				5				MB
WEaOSJwYUA                  				SL2195				6				UB
FWZtoGsDdczUY               				SL2195				7				SL
FPksJNMWMpO                 				SL2195				8				SU
z                           				SL2195				9				LB




PNR Number: 22517_20221101_1_3128_14				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

YjeKGf                      				AC3128				14				SL
WWADNEzUHcpzIsud            				AC3128				15				SU
ASuP                        				AC3128				16				LB
YDfGOs                      				AC3128				17				LB
SZIruwCC                    				AC3128				18				UB
ZQVQkJe                     				AC3129				1				UB
PqJpPh                      				AC3129				2				SL
v                           				AC3129				3				SU
QZpynvoKiKZmp               				AC3129				4				LB
KAYlCOnsGF                  				AC3129				5				LB
wlMWUqxAFpGFwhj             				AC3129				6				UB
hbWajp                      				AC3129				7				UB
iZaeXGNmOP                  				AC3129				8				SL
ibPSKM                      				AC3129				9				SU
OVxbumQVfAYJbT              				AC3129				10				LB
jMaqDxHQgIjAW               				AC3129				11				LB
nfDV                        				AC3129				12				UB
BuRYtWyqBPfPK               				AC3129				13				UB
GNdeLZVz                    				AC3129				14				SL
NipJKjDiGmVwEijl            				AC3129				15				SU
uIFkdk                      				AC3129				16				LB
MOqvbFsmivesGBC             				AC3129				17				LB
GJCuttFLEQf                 				AC3129				18				UB
GYsGXvEAf                   				AC3130				1				UB
aT                          				AC3130				2				SL
XQxJ                        				AC3130				3				SU
ZQqm                        				AC3130				4				LB
MWKGpQUzT                   				AC3130				5				LB
HM                          				AC3130				6				UB
PxXKBQPuawyWNKOo            				AC3130				7				UB
iN                          				AC3130				8				SL
mWp                         				AC3130				9				SU
lhlrLYUVn                   				AC3130				10				LB
aBoaUPaPMJebZ               				AC3130				11				LB
QHZJnAxpPYjvihx             				AC3130				12				UB




PNR Number: 4652_20221101_0_2199_24				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

qChEWIHtpXPr                				SL2199				24				MB
xfDAwGCiSu                  				SL2200				1				LB
nuIrlxvkhkWtEBC             				SL2200				2				MB
oupUZhukuPvaOsau            				SL2200				3				UB
Msqhv                       				SL2200				4				LB
gFYwyRDqSaawQcya            				SL2200				5				MB
cYL                         				SL2200				6				UB
zgSfnj                      				SL2200				7				SL
GqEMaF                      				SL2200				8				SU
h                           				SL2200				9				LB
Qjg                         				SL2200				10				MB
rxFWmprd                    				SL2200				11				UB
DWsmQnYskPXLQseD            				SL2200				12				LB
XQB                         				SL2200				13				MB
fonQRBVs                    				SL2200				14				UB
HCYCPjVD                    				SL2200				15				LB
sstCiREhPBIxfU              				SL2200				16				MB
WFalkpxkjAEkzpu             				SL2200				17				UB
xGcndUGCAtwcX               				SL2200				18				SL
wA                          				SL2200				19				SU
zWfWnBEaNIuTkI              				SL2200				20				LB
HtRPjzW                     				SL2200				21				MB
kwMQaYuJBEh                 				SL2200				22				UB
WfYzt                       				SL2200				23				LB
Oq                          				SL2200				24				MB
krrBIJJehJ                  				SL2201				1				LB
oTR                         				SL2201				2				MB
M                           				SL2201				3				UB
scKcDiklqzBOD               				SL2201				4				LB
n                           				SL2201				5				MB
jF                          				SL2201				6				UB
JprNfZCeF                   				SL2201				7				SL
O                           				SL2201				8				SU
EvhWtXdsyi                  				SL2201				9				LB
lOo                         				SL2201				10				MB
OLnpyuY                     				SL2201				11				UB
FN                          				SL2201				12				LB
AiAYOOnlR                   				SL2201				13				MB
yaHPpqBkQo                  				SL2201				14				UB




PNR Number: 22517_20221101_0_2384_22				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

wsSghWJaop                  				SL2384				22				UB
UtzUDKKYaS                  				SL2384				23				LB
ZirxsdEROUAWgXy             				SL2384				24				MB
af                          				SL2385				1				LB
DKNWmM                      				SL2385				2				MB
eNjqoRH                     				SL2385				3				UB
kqLROShfK                   				SL2385				4				LB
qLfU                        				SL2385				5				MB




PNR Number: 22517_20221101_0_2389_12				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

uGbySCWdWmTJ                				SL2389				12				LB
VFPszMXVqhx                 				SL2389				13				MB
VhNHOFlnvCZhviyN            				SL2389				14				UB
nszIkvDT                    				SL2389				15				LB
dLh                         				SL2389				16				MB
RmxZAdSXYNboHOJ             				SL2389				17				UB
cGuYm                       				SL2389				18				SL
puNQfWQwfSqBETyh            				SL2389				19				SU
VWKTqCugoUbcUURv            				SL2389				20				LB
S                           				SL2389				21				MB
JzlMF                       				SL2389				22				UB
KGBhl                       				SL2389				23				LB
dQnhza                      				SL2389				24				MB
B                           				SL2390				1				LB
AmJZmkoFxR                  				SL2390				2				MB
GOOGtKHcDCKPT               				SL2390				3				UB
prlsBILbvXwykw              				SL2390				4				LB
ArrWAFiYo                   				SL2390				5				MB
ZVTNEOQBaaUeN               				SL2390				6				UB
nnzzs                       				SL2390				7				SL
WNqGyaTX                    				SL2390				8				SU
CcYv                        				SL2390				9				LB
PuoL                        				SL2390				10				MB
xlwXeTuWEARkdaio            				SL2390				11				UB
YQbVm                       				SL2390				12				LB
pFHeliK                     				SL2390				13				MB
KFn                         				SL2390				14				UB
zGTda                       				SL2390				15				LB
TfudNAahUvuOHjIV            				SL2390				16				MB
UbusUZGyJQ                  				SL2390				17				UB
HKqdCTxz                    				SL2390				18				SL
tVFxAJ                      				SL2390				19				SU
sqI                         				SL2390				20				LB
TmsNIWJSpPNr                				SL2390				21				MB
rxrUePYBTeaToDoP            				SL2390				22				UB
YvBDipbVkrS                 				SL2390				23				LB
zTqdEHnavJpnaxUX            				SL2390				24				MB
MeyWnzqLnmY                 				SL2391				1				LB
fVNgtnWVA                   				SL2391				2				MB




PNR Number: 22517_20221101_0_2391_3				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

WRvQjzdbIhH                 				SL2391				3				UB
IMzoNYzyjYVza               				SL2391				4				LB
SVqMkcZCEaXRAdr             				SL2391				5				MB
EbhoSCP                     				SL2391				6				UB
Azhrdolpmz                  				SL2391				7				SL
tQKnJcJMhyNLnsWo            				SL2391				8				SU
GLkHACQNTUk                 				SL2391				9				LB
YrjvklDLX                   				SL2391				10				MB
KeiwemZOgWHUx               				SL2391				11				UB
FvRtmjXuTMcz                				SL2391				12				LB
TGRfxegR                    				SL2391				13				MB
sMRXPpsOMJF                 				SL2391				14				UB
qvvCqW                      				SL2391				15				LB
TqYATTQlfKLfr               				SL2391				16				MB
AJKVBFl                     				SL2391				17				UB
k                           				SL2391				18				SL
ZmHMqwq                     				SL2391				19				SU
YvvTWzxYJmLl                				SL2391				20				LB
JzaaJpTkQwSP                				SL2391				21				MB
XibGOM                      				SL2391				22				UB
POcsfBFcTu                  				SL2391				23				LB
IYdbTonROp                  				SL2391				24				MB
onqAO                       				SL2392				1				LB
fYtojKdGBAXbiMR             				SL2392				2				MB
kYlpPioEscv                 				SL2392				3				UB
VsRsqgkj                    				SL2392				4				LB
KOpTtyqZvqUm                				SL2392				5				MB
UsOIcw                      				SL2392				6				UB




PNR Number: 4652_20221101_1_3248_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

XukvyOotymZtpaRP            				AC3248				9				SU
sdJTxVyDCbfhJZV             				AC3248				10				LB
VQiyPcFWFYXQiIEw            				AC3248				11				LB
KDFrdoBStgyX                				AC3248				12				UB
OIJih                       				AC3248				13				UB
AJqwIqSZVIrMAYYk            				AC3248				14				SL
no                          				AC3248				15				SU




PNR Number: 4652_20221101_0_2258_19				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

efpBVIXOImBme               				SL2258				19				SU
PYnYiTBYukSx                				SL2258				20				LB
gXRRufzbUcC                 				SL2258				21				MB
rLEueMRAkxtk                				SL2258				22				UB
FeJjqCvbd                   				SL2258				23				LB
iFdt                        				SL2258				24				MB
EcHcTcNyrESrgId             				SL2259				1				LB
blqVXVRCdJp                 				SL2259				2				MB
iWjAlP                      				SL2259				3				UB
cNniTSTHEBRFF               				SL2259				4				LB
oEKnXfEZi                   				SL2259				5				MB
OkoZSo                      				SL2259				6				UB
BbVImdWdFyUSevG             				SL2259				7				SL
BhaWSgi                     				SL2259				8				SU
