PNR Number: 22517_20221101_1_2819_18				Train Number :22517				Date of Journey:2022-11-01
ZQBsrjDtG                   				AC2878				3				SU
hy                          				AC2878				4				LB
XnXbLZQhtt                  				AC2878				5				LB
rsGtIQ                      				AC2878				6				UB
XAj                         				AC2878				7				UB
QnpHrZ                      				AC2878				8				SL
XKpBCed                     				AC2878				9				SU
kFaPnhCyWuimIz              				AC2878				10				LB
dOZOlPLOfQMLvP              				AC2878				11				LB
ymNqS                       				AC2878				12				UB
yTJm                        				AC2878				13				UB
tmCubjwLg                   				AC2878				14				SL
jtDMKv                      				AC2878				15				SU
aY                          				AC2878				16				LB
UBaK                        				AC2878				17				LB
DYpiDvJLmGcua               				AC2878				18				UB
nKkNFTRKSs                  				AC2879				1				UB
HlfHYTe                     				AC2879				2				SL
gkDmn                       				AC2879				3				SU
FoEhooUUsJXw                				AC2879				4				LB
GVQsGmOGp                   				AC2879				5				LB
otMbuzzwC                   				AC2879				6				UB
BKtdMknxmQni                				AC2879				7				UB




PNR Number: 22517_20221101_0_2169_24				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

aItk                        				SL2169				24				MB
xIGlN                       				SL2170				1				LB
yuK                         				SL2170				2				MB
TYkrgLCWhEvB                				SL2170				3				UB
ZpcVkxqBqjx                 				SL2170				4				LB
DYtQ                        				SL2170				5				MB
t                           				SL2170				6				UB
ULpJkx                      				SL2170				7				SL
vInSJhDg                    				SL2170				8				SU
zlLGMESfKSaK                				SL2170				9				LB
HqjZAvJQQs                  				SL2170				10				MB
IjjvuDJgxTCpg               				SL2170				11				UB
uGt                         				SL2170				12				LB
R                           				SL2170				13				MB
LctzDpZoTGAFwKdf            				SL2170				14				UB
fsMPiqZ                     				SL2170				15				LB
FJVbXqxDUWSIzdh             				SL2170				16				MB
ZKIOPnLqruptinf             				SL2170				17				UB
oiQtXEEWO                   				SL2170				18				SL
kUgINHWCXzzL                				SL2170				19				SU
U                           				SL2170				20				LB
uTayZSgbH                   				SL2170				21				MB
khAwgLYY                    				SL2170				22				UB
JtwbBAXsEhVmRbQR            				SL2170				23				LB
xT                          				SL2170				24				MB
GZLQpblptZvsbj              				SL2171				1				LB
IyUQxDu                     				SL2171				2				MB
QqgWhUkdaVQUVIQE            				SL2171				3				UB
eRzzDETdclV                 				SL2171				4				LB




PNR Number: 22517_20221101_1_2912_5				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

WUSvmGTBUPdz                				AC2912				5				LB
YcglgKnRpryPk               				AC2912				6				UB
ympqS                       				AC2912				7				UB
PG                          				AC2912				8				SL
JNusEBpGuhBimk              				AC2912				9				SU




PNR Number: 4652_20221101_1_3001_18				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

DZvjFpr                     				AC3001				18				UB
ciDWrz                      				AC3002				1				UB
p                           				AC3002				2				SL
JNVLAC                      				AC3002				3				SU
XTkcAh                      				AC3002				4				LB
pDJuVmRvApUr                				AC3002				5				LB
bwENjPk                     				AC3002				6				UB
lHVmSnAMES                  				AC3002				7				UB
Ghd                         				AC3002				8				SL
rHFrrJ                      				AC3002				9				SU
goxvjtyQz                   				AC3002				10				LB
ZdDnPZhPZcN                 				AC3002				11				LB
xgxvTEceSTWAWS              				AC3002				12				UB
BMOmjgemHTCOGlF             				AC3002				13				UB
w                           				AC3002				14				SL
UTtYjuuyvjgqAwt             				AC3002				15				SU
uypyOpFeKkeTa               				AC3002				16				LB
GGgzlTaGAufU                				AC3002				17				LB




PNR Number: 22517_20221101_1_2937_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

yMWM                        				AC2937				13				UB
zvmMmmtdTqyOf               				AC2937				14				SL
OOuEXblbjEZQ                				AC2937				15				SU
TOIsQuZmLQeB                				AC2937				16				LB
gBioliqgDjdFN               				AC2937				17				LB
z                           				AC2937				18				UB
a                           				AC2938				1				UB
HgWoh                       				AC2938				2				SL
qnlLIVfBrlGEV               				AC2938				3				SU
laRSNzEsa                   				AC2938				4				LB
TiudMGV                     				AC2938				5				LB
VeCgKZoduYhGpV              				AC2938				6				UB
aLhSxsQQINSQMme             				AC2938				7				UB
NfSRi                       				AC2938				8				SL
EPMXbaER                    				AC2938				9				SU
EQVfoJpfT                   				AC2938				10				LB
nhRGmjXoveLoOuox            				AC2938				11				LB
roqQMktcxHTKbn              				AC2938				12				UB
rwluEviDfGZZc               				AC2938				13				UB
vAifzzbVQw                  				AC2938				14				SL
crZF                        				AC2938				15				SU
LWdeRSFq                    				AC2938				16				LB
sTtDrzZ                     				AC2938				17				LB
zYboGdQTulou                				AC2938				18				UB
OvU                         				AC2939				1				UB




PNR Number: 4652_20221101_1_3009_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

hjGaSiiJiihDyLHd            				AC3009				9				SU
MBeb                        				AC3009				10				LB
DCHCyuvoDozjecvy            				AC3009				11				LB
HSB                         				AC3009				12				UB
cBywEHAChdMIH               				AC3009				13				UB
FeHHuiyLlVSG                				AC3009				14				SL
gCcPVrkKKHvFbF              				AC3009				15				SU
sKTdJEgnjtsHh               				AC3009				16				LB
amxru                       				AC3009				17				LB
j                           				AC3009				18				UB
qdWBiMSVHgGT                				AC3010				1				UB
oftwqcJxjM                  				AC3010				2				SL
nOLR                        				AC3010				3				SU
FFsPRQhVukFUmgF             				AC3010				4				LB
IBAlWYzYnIJtJSOe            				AC3010				5				LB
JItUrj                      				AC3010				6				UB
T                           				AC3010				7				UB
olvMEPVPHzu                 				AC3010				8				SL
pwTfnaymj                   				AC3010				9				SU
gaF                         				AC3010				10				LB
LC                          				AC3010				11				LB
dQYGitgulEsPTE              				AC3010				12				UB
CZFAx                       				AC3010				13				UB
Z                           				AC3010				14				SL
aLwXof                      				AC3010				15				SU
gCHZmKRLFz                  				AC3010				16				LB
KQ                          				AC3010				17				LB
cwJFLrZUEmlU                				AC3010				18				UB
cJMDzsHzY                   				AC3011				1				UB
MXePlVkyfTZnyIIK            				AC3011				2				SL
UVBsyCX                     				AC3011				3				SU




PNR Number: 22517_20221101_0_2214_18				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

kJsyRlf                     				SL2214				18				SL
HB                          				SL2214				19				SU
QxXGzCaZDLBrRlk             				SL2214				20				LB
orHkhWFajLg                 				SL2214				21				MB
QdyreQrCgqw                 				SL2214				22				UB
cFelmZzj                    				SL2214				23				LB
blsNxjxH                    				SL2214				24				MB
nbRK                        				SL2215				1				LB
XVaFr                       				SL2215				2				MB
KfDcubuXBpFSJWK             				SL2215				3				UB
lzSsfuOSgUQwB               				SL2215				4				LB
zHdUGaMXqLWbGwp             				SL2215				5				MB
Noq                         				SL2215				6				UB
SgrlrJr                     				SL2215				7				SL
YEdST                       				SL2215				8				SU




PNR Number: 4652_20221101_1_3057_17				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

TCwuNLBCa                   				AC3057				17				LB
f                           				AC3057				18				UB




PNR Number: 22517_20221101_0_2239_24				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Ku                          				SL2239				24				MB
tgCmCuZanw                  				SL2240				1				LB
QUOc                        				SL2240				2				MB
ICKhknvF                    				SL2240				3				UB
mOqVsQOWO                   				SL2240				4				LB
MVPBfQfHfM                  				SL2240				5				MB
SAYnbiYWoeCYh               				SL2240				6				UB
naTZrUiwkZ                  				SL2240				7				SL
YAapdTNIJJHJhrVF            				SL2240				8				SU
ljfFoLKKk                   				SL2240				9				LB
jcjdsMWl                    				SL2240				10				MB
jihsIlV                     				SL2240				11				UB
MfGuowqSLdtQQiN             				SL2240				12				LB
vVLHgcxOnDppApe             				SL2240				13				MB




PNR Number: 22517_20221101_0_2249_15				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Dnz                         				SL2249				15				LB
aTPnzdGQIoXL                				SL2249				16				MB
uWigI                       				SL2249				17				UB
J                           				SL2249				18				SL
mQqxXN                      				SL2249				19				SU
TbtzwLkimS                  				SL2249				20				LB
SjRCp                       				SL2249				21				MB




PNR Number: 4652_20221101_0_2134_1				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

pVWgrohslsxihBm             				SL2134				1				LB
gjlCZ                       				SL2134				2				MB
cxbVkopqvUzHr               				SL2134				3				UB
TJrFxgC                     				SL2134				4				LB
MaGZsXHVIj                  				SL2134				5				MB
gXowG                       				SL2134				6				UB
kqmr                        				SL2134				7				SL
gxYUvIDRgMqJq               				SL2134				8				SU
YZG                         				SL2134				9				LB
YpopXagOMDJwk               				SL2134				10				MB
lmdhGpDR                    				SL2134				11				UB
DBX                         				SL2134				12				LB
CrcY                        				SL2134				13				MB
KrZpiJhEsngKAu              				SL2134				14				UB
Ept                         				SL2134				15				LB
kVeUF                       				SL2134				16				MB
IlGZgSYNaHzrNAS             				SL2134				17				UB
xTftYJfRZLOiD               				SL2134				18				SL
ZEb                         				SL2134				19				SU
ssTLPVoK                    				SL2134				20				LB
OJDvwZYYQxkQHHZ             				SL2134				21				MB
UXHkAEAFBWoEv               				SL2134				22				UB
x                           				SL2134				23				LB
Yjg                         				SL2134				24				MB
XaNOL                       				SL2135				1				LB
GzjwZE                      				SL2135				2				MB
LaA                         				SL2135				3				UB
rPhPussI                    				SL2135				4				LB
VCgvoUE                     				SL2135				5				MB
hd                          				SL2135				6				UB




PNR Number: 22517_20221101_0_2271_2				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

iJM                         				SL2271				2				MB
QVuXKNIYa                   				SL2271				3				UB
wo                          				SL2271				4				LB
rLvOYs                      				SL2271				5				MB
retwFwIeRvOE                				SL2271				6				UB
wiwvQPvyQTpnJx              				SL2271				7				SL
gRUjrMHFykNSbHp             				SL2271				8				SU
wlvDf                       				SL2271				9				LB
LSpcEHu                     				SL2271				10				MB
RpQLaOdMQNwETwN             				SL2271				11				UB
Ghbtz                       				SL2271				12				LB
hH                          				SL2271				13				MB
EBmFwrFuzMbduyV             				SL2271				14				UB
hrBoLK                      				SL2271				15				LB
FcaIjc                      				SL2271				16				MB
XUftUEPrDq                  				SL2271				17				UB
PcLkDlmKplrptpBX            				SL2271				18				SL
xIId                        				SL2271				19				SU
yZV                         				SL2271				20				LB
sKvFYHvgCk                  				SL2271				21				MB
SJ                          				SL2271				22				UB
HeqZjEMAtKDmVF              				SL2271				23				LB
lvNeoV                      				SL2271				24				MB
qipRoDDVuJBXmiac            				SL2272				1				LB
ZUzTmlwchZz                 				SL2272				2				MB
sOtQooeQud                  				SL2272				3				UB
qy                          				SL2272				4				LB
XzniWyaRmgY                 				SL2272				5				MB
fGE                         				SL2272				6				UB
MhvXRIdIpuNyC               				SL2272				7				SL
VNY                         				SL2272				8				SU
lPCZ                        				SL2272				9				LB
nfswdQ                      				SL2272				10				MB




PNR Number: 22517_20221101_1_3041_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

IUpf                        				AC3041				16				LB
DQQQBOJBhoUq                				AC3041				17				LB
xMCvalanqAh                 				AC3041				18				UB
p                           				AC3042				1				UB
sCCSuqwShBiuTvIV            				AC3042				2				SL
QuLGkYdNONgKv               				AC3042				3				SU
EK                          				AC3042				4				LB
gmaUynMIWa                  				AC3042				5				LB
hlXgJy                      				AC3042				6				UB
sTvpd                       				AC3042				7				UB
yy                          				AC3042				8				SL
riyqqlghxBGYOiGY            				AC3042				9				SU
Qy                          				AC3042				10				LB
CxRnPow                     				AC3042				11				LB
wsjWRpn                     				AC3042				12				UB
NMPsYBQBphSQd               				AC3042				13				UB
KFjbXAT                     				AC3042				14				SL
eQhvoPzdIQD                 				AC3042				15				SU
QnlAAA                      				AC3042				16				LB
hScTneTLG                   				AC3042				17				LB




PNR Number: 4652_20221101_1_3114_5				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

IDtuFv                      				AC3114				5				LB
fZeybjgIPWriGRXE            				AC3114				6				UB
nOfrcBMK                    				AC3114				7				UB
QkbOLIqXxqHH                				AC3114				8				SL
DlQNmPQEMTnY                				AC3114				9				SU
ykgsGacLsFonvByb            				AC3114				10				LB
JxTARBSyhlULLJ              				AC3114				11				LB
ejUOtLlSEnaKDngV            				AC3114				12				UB
SPhCdDVZzjA                 				AC3114				13				UB
rIlezOTsuTHfMx              				AC3114				14				SL
lZXUlLBDdn                  				AC3114				15				SU
OGyN                        				AC3114				16				LB
dIADJNfrE                   				AC3114				17				LB
BsFMmHU                     				AC3114				18				UB
NmVqZpJEpmCnhzFe            				AC3115				1				UB
UWBH                        				AC3115				2				SL
fdiznVbUEN                  				AC3115				3				SU
wrUwsfAEKqA                 				AC3115				4				LB
V                           				AC3115				5				LB
eX                          				AC3115				6				UB
hSDsLDnOVQlwqxSi            				AC3115				7				UB
JxuxwQwy                    				AC3115				8				SL
BFCp                        				AC3115				9				SU
SuEwYJCRFKXWw               				AC3115				10				LB
dM                          				AC3115				11				LB
ecVaiKkPoZ                  				AC3115				12				UB
UPFE                        				AC3115				13				UB
bIvlTXGl                    				AC3115				14				SL
LhvuNHpOhmF                 				AC3115				15				SU
tnNHRdKQYxEcuiN             				AC3115				16				LB
IHkhJyOQEem                 				AC3115				17				LB
eUsXD                       				AC3115				18				UB
q                           				AC3116				1				UB
LgQTYilGBaYmYLdQ            				AC3116				2				SL
nGUxTtGjNZtOo               				AC3116				3				SU
ydRW                        				AC3116				4				LB
ooM                         				AC3116				5				LB
JhZ                         				AC3116				6				UB
XfMeAbwK                    				AC3116				7				UB




PNR Number: 22517_20221101_1_3059_7				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

JXiTQUeD                    				AC3059				7				UB
JbqFNsiQN                   				AC3059				8				SL
FA                          				AC3059				9				SU
zifyM                       				AC3059				10				LB
kJcOJH                      				AC3059				11				LB
vBXviYvgWB                  				AC3059				12				UB
f                           				AC3059				13				UB
y                           				AC3059				14				SL
LIAe                        				AC3059				15				SU
SEQZpe                      				AC3059				16				LB
LfdmSBpACLB                 				AC3059				17				LB
PDZDmnpBkCpXjaU             				AC3059				18				UB
zpFGLRuWdczFe               				AC3060				1				UB
ZHaVmmeJc                   				AC3060				2				SL
u                           				AC3060				3				SU
LFheVzT                     				AC3060				4				LB
XCmtCBNUgf                  				AC3060				5				LB
EvJ                         				AC3060				6				UB
aJr                         				AC3060				7				UB
dQhEcTZklpHLW               				AC3060				8				SL
pbgn                        				AC3060				9				SU
IXKTqr                      				AC3060				10				LB
JbkpvT                      				AC3060				11				LB
pEGnYXjEIIc                 				AC3060				12				UB
wGCICba                     				AC3060				13				UB
wuBckxhINxBJGP              				AC3060				14				SL
tBF                         				AC3060				15				SU




PNR Number: 22517_20221101_0_2293_20				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

khCvuEMcZ                   				SL2293				20				LB
XRwO                        				SL2293				21				MB
fFgXhpi                     				SL2293				22				UB
arxtfjHlCKaZFVa             				SL2293				23				LB
fCctIN                      				SL2293				24				MB
IDldOHrOYAHb                				SL2294				1				LB
BUQ                         				SL2294				2				MB
KFCWldfSt                   				SL2294				3				UB
reWX                        				SL2294				4				LB
FwpKqRP                     				SL2294				5				MB
myCDYL                      				SL2294				6				UB
XjNstjdoKkQ                 				SL2294				7				SL
fJ                          				SL2294				8				SU
QyrmBLAqDA                  				SL2294				9				LB
MZQdeX                      				SL2294				10				MB
acSycV                      				SL2294				11				UB
UBZlNKwFOgtmsh              				SL2294				12				LB
upsRNojyIvN                 				SL2294				13				MB
vOiacCtVDbzAA               				SL2294				14				UB
L                           				SL2294				15				LB
pkFoFUQUmsIhHWmT            				SL2294				16				MB
XaWG                        				SL2294				17				UB
xRix                        				SL2294				18				SL
cNzgQq                      				SL2294				19				SU
AkbreaTXcYX                 				SL2294				20				LB
f                           				SL2294				21				MB
IzRwWpaacdTUYQn             				SL2294				22				UB
HeCimNwiR                   				SL2294				23				LB
FqMEorE                     				SL2294				24				MB
ZZSaRotLPDURfQ              				SL2295				1				LB
wiveqmS                     				SL2295				2				MB
V                           				SL2295				3				UB
pqJ                         				SL2295				4				LB
s                           				SL2295				5				MB
jpsxFCVHjOMck               				SL2295				6				UB
Jon                         				SL2295				7				SL
DVAbEPRbZpplcLz             				SL2295				8				SU
fkGiEkuF                    				SL2295				9				LB
JsUax                       				SL2295				10				MB
D                           				SL2295				11				UB




PNR Number: 22517_20221101_0_2297_15				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

JCoP                        				SL2297				15				LB
Ql                          				SL2297				16				MB
BOjSb                       				SL2297				17				UB
ZOeGtqSQpQssGdz             				SL2297				18				SL
VFnQgQyllxXdjPo             				SL2297				19				SU
SfrVnokGCTg                 				SL2297				20				LB
jjRshaJCgrDoVerL            				SL2297				21				MB
f                           				SL2297				22				UB
IrhIUDgxYVzqmo              				SL2297				23				LB
bkhhIL                      				SL2297				24				MB
IjiFTvkrw                   				SL2298				1				LB
YcaCHVgBZ                   				SL2298				2				MB
EnxBlAeortQFCEt             				SL2298				3				UB
UtnYGfX                     				SL2298				4				LB
yXyzYanSXLNPBj              				SL2298				5				MB
lHZPHRuQTLj                 				SL2298				6				UB
YIXBbaUjcapC                				SL2298				7				SL
saTPju                      				SL2298				8				SU
feHhTbvioGuhRg              				SL2298				9				LB
xXUItDkvmvGXbCU             				SL2298				10				MB
UpP                         				SL2298				11				UB
L                           				SL2298				12				LB
pSy                         				SL2298				13				MB
rwt                         				SL2298				14				UB
hAhnSGadP                   				SL2298				15				LB
PLkDpzSwemaAU               				SL2298				16				MB
fjtEjhUJ                    				SL2298				17				UB
IweeG                       				SL2298				18				SL
fnutjmN                     				SL2298				19				SU
VmUfOFcwlNSoCk              				SL2298				20				LB
eZji                        				SL2298				21				MB
j                           				SL2298				22				UB
TLWbqo                      				SL2298				23				LB
Eitoyw                      				SL2298				24				MB
dMmhnJSSWm                  				SL2299				1				LB
EBGoFdKI                    				SL2299				2				MB
bVYiDQDMfDkfmF              				SL2299				3				UB




PNR Number: 22517_20221101_1_3069_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

acV                         				AC3069				13				UB
ukBYxj                      				AC3069				14				SL
Hob                         				AC3069				15				SU
kT                          				AC3069				16				LB




PNR Number: 22517_20221101_0_2307_11				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

zRhjgWZyGVusow              				SL2307				11				UB
fpoNqA                      				SL2307				12				LB
qDoKgqxJ                    				SL2307				13				MB
eq                          				SL2307				14				UB
ONWdURcsVbiB                				SL2307				15				LB
YTeltAHYJasl                				SL2307				16				MB
loc                         				SL2307				17				UB
eJlZMohJdezT                				SL2307				18				SL
DeNJqQOraziw                				SL2307				19				SU
rPY                         				SL2307				20				LB
FENFCNKwWMdwxy              				SL2307				21				MB
BCdDZS                      				SL2307				22				UB
veYrXRHGbo                  				SL2307				23				LB
MMBcWVinWvbxPd              				SL2307				24				MB
PkkzwwOJEP                  				SL2308				1				LB
ogDbe                       				SL2308				2				MB
MsyCzPjkjgKJ                				SL2308				3				UB
NYuTWrQWVz                  				SL2308				4				LB
KDPIVwDouzurHn              				SL2308				5				MB
xHByNPjE                    				SL2308				6				UB
S                           				SL2308				7				SL
G                           				SL2308				8				SU
uxBrOmquRHguoQgU            				SL2308				9				LB
iWimbJRKwG                  				SL2308				10				MB
OZc                         				SL2308				11				UB
DmQl                        				SL2308				12				LB
PvSDqZTsiD                  				SL2308				13				MB
ujiXZWAHJZA                 				SL2308				14				UB
Na                          				SL2308				15				LB




PNR Number: 4652_20221101_0_2179_10				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

iKPCWHEsSHsa                				SL2179				10				MB
aOdiAbiJkiUxbYH             				SL2179				11				UB
FdaeUxTL                    				SL2179				12				LB
MAmnC                       				SL2179				13				MB
a                           				SL2179				14				UB
RJKAPxhurKToVo              				SL2179				15				LB
kvQPUmtgVLyH                				SL2179				16				MB
lgLsdASWX                   				SL2179				17				UB
jMiSvkQ                     				SL2179				18				SL
imzYZ                       				SL2179				19				SU
fHpKXPmIyQeIxfT             				SL2179				20				LB
uVYeN                       				SL2179				21				MB
toDmfeFLBjHUrL              				SL2179				22				UB
MgrIhYU                     				SL2179				23				LB
bPsWGm                      				SL2179				24				MB
ztbs                        				SL2180				1				LB
VauIR                       				SL2180				2				MB
YXn                         				SL2180				3				UB
ZRmsSbRpRkMNXCu             				SL2180				4				LB
xZnyGURkPR                  				SL2180				5				MB
lmnQYnSrmVk                 				SL2180				6				UB
GZCwJMBNvK                  				SL2180				7				SL
sVlJuoxotXJU                				SL2180				8				SU
hBdBuOhFea                  				SL2180				9				LB
ZeeOBDnYXXMmMbr             				SL2180				10				MB
ZRAaYKJwkUSp                				SL2180				11				UB
NdGnCpjJ                    				SL2180				12				LB
hvJdnOfmR                   				SL2180				13				MB
lar                         				SL2180				14				UB
sWiU                        				SL2180				15				LB
QCbRZjvEZ                   				SL2180				16				MB
NOuoRkVq                    				SL2180				17				UB
uCPRHBJC                    				SL2180				18				SL
AmtB                        				SL2180				19				SU
Cu                          				SL2180				20				LB
zEv                         				SL2180				21				MB
MxfCeFzLeKdsTlb             				SL2180				22				UB
VPlxQVJcRFkUBiI             				SL2180				23				LB
K                           				SL2180				24				MB




PNR Number: 22517_20221101_1_3102_9				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ZWk                         				AC3102				9				SU
MmfnpctEGOAIOn              				AC3102				10				LB
BPXdpy                      				AC3102				11				LB
fuhDhe                      				AC3102				12				UB
cMsVOUVCVLWI                				AC3102				13				UB
gPBHyDmBdmWdR               				AC3102				14				SL
IpV                         				AC3102				15				SU
YzJwjoYCglQVToM             				AC3102				16				LB
BwfkeHFfywY                 				AC3102				17				LB
kuJK                        				AC3102				18				UB
pvvm                        				AC3103				1				UB
yIWnrKps                    				AC3103				2				SL
nDsy                        				AC3103				3				SU
cxfXFwWkuaKkCNwM            				AC3103				4				LB
LM                          				AC3103				5				LB
iWsTQkkqBfFzYw              				AC3103				6				UB
qfU                         				AC3103				7				UB
DYFaUHLhjoU                 				AC3103				8				SL
XjJmtT                      				AC3103				9				SU
bHRlIAKDbTPYUoeP            				AC3103				10				LB
OzjyLxHFghVTXVHF            				AC3103				11				LB
fALmXxHqbVN                 				AC3103				12				UB
zMrRzQjGpenym               				AC3103				13				UB
