PNR Number: 22517_20221101_1_2816_1				Train Number :22517				Date of Journey:2022-11-01
VTeelYegFQ                  				AC2939				6				UB
ctVXRqvL                    				AC2939				7				UB
RWELtQsSI                   				AC2939				8				SL
XWVIA                       				AC2939				9				SU
Mpfpno                      				AC2939				10				LB
VQrRkmtOjWULJZ              				AC2939				11				LB
KHSUneoC                    				AC2939				12				UB
yVFWVOwCnUzsPuk             				AC2939				13				UB




PNR Number: 4652_20221101_1_2939_16				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ICAz                        				AC2939				16				LB
lTGdDzCuQarCMVJd            				AC2939				17				LB
MKbnCpYNXWLzeHBL            				AC2939				18				UB
hregCVjl                    				AC2940				1				UB
oGtnzphpR                   				AC2940				2				SL
QbhRsLDNbJGubuw             				AC2940				3				SU
FYDY                        				AC2940				4				LB
IIChTGutpl                  				AC2940				5				LB
f                           				AC2940				6				UB
xRBG                        				AC2940				7				UB
TscYnA                      				AC2940				8				SL
HVk                         				AC2940				9				SU
FXmhjuWGoBhoohY             				AC2940				10				LB
xyGqzTw                     				AC2940				11				LB




PNR Number: 22517_20221101_1_2886_6				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ESRDRoihPLGenw              				AC2886				6				UB
hEIhfBkaXqI                 				AC2886				7				UB
mq                          				AC2886				8				SL
AWlH                        				AC2886				9				SU
jgYpjilDHutoCpY             				AC2886				10				LB
kLxJwnTMZjAlF               				AC2886				11				LB
AXTtggMBwOYslZFl            				AC2886				12				UB
jvwcpvHxcY                  				AC2886				13				UB
bctYpNoGhxAUZ               				AC2886				14				SL
jRtksWPmt                   				AC2886				15				SU
hkUoNtnVE                   				AC2886				16				LB




PNR Number: 22517_20221101_0_2175_5				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

mKBSEpsZWAlSOxMk            				SL2175				5				MB
WkZlejRMiHltpsd             				SL2175				6				UB
trWgBEBS                    				SL2175				7				SL
olFMJfJryzxi                				SL2175				8				SU
aksuSvJSUIT                 				SL2175				9				LB
eDTNUytmdpI                 				SL2175				10				MB
dGxF                        				SL2175				11				UB
CoVOp                       				SL2175				12				LB
lqOTUiYSFOGMAtE             				SL2175				13				MB
HpWLtQZ                     				SL2175				14				UB
Gyx                         				SL2175				15				LB
RTZULlo                     				SL2175				16				MB
JCeRrlXDEi                  				SL2175				17				UB
YuMLH                       				SL2175				18				SL
Fgoe                        				SL2175				19				SU
TDO                         				SL2175				20				LB
SiWCXaWdkWNQpl              				SL2175				21				MB
Mxn                         				SL2175				22				UB
FXWWK                       				SL2175				23				LB
Gej                         				SL2175				24				MB
KUzGKKiR                    				SL2176				1				LB




PNR Number: 4652_20221101_1_2981_5				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

SFMvvbob                    				AC2981				5				LB
FZDmow                      				AC2981				6				UB
PwnpseJpYWKFyT              				AC2981				7				UB
BVaXZsijHKMQBEG             				AC2981				8				SL
VXPmIvIwy                   				AC2981				9				SU
DEWFLJkrkLjD                				AC2981				10				LB
jILEaTySb                   				AC2981				11				LB
DYKWUw                      				AC2981				12				UB
ukrgeCTqi                   				AC2981				13				UB
LAnpTce                     				AC2981				14				SL
f                           				AC2981				15				SU
rQMZ                        				AC2981				16				LB
KvSdNvckZXDSwY              				AC2981				17				LB
wSyhCXEeOX                  				AC2981				18				UB
xHdoaDrxx                   				AC2982				1				UB
ULOINkXCQjasWtae            				AC2982				2				SL
ZXNpsbcSOuIMMkD             				AC2982				3				SU
XAs                         				AC2982				4				LB
hXwVINUJ                    				AC2982				5				LB
BlQvgAXnHbDn                				AC2982				6				UB




PNR Number: 22517_20221101_0_2182_4				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

IYwEYPQ                     				SL2182				4				LB
mcUiIwFW                    				SL2182				5				MB
oUeAhJtvmT                  				SL2182				6				UB
UBCo                        				SL2182				7				SL




PNR Number: 22517_20221101_1_2921_8				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

tuNTRlPK                    				AC2921				8				SL
mVerXlId                    				AC2921				9				SU
v                           				AC2921				10				LB
lceFbPWgnEMh                				AC2921				11				LB
JGsRLzmwaHWrWL              				AC2921				12				UB
YfkYs                       				AC2921				13				UB
HwdLvYieaiqKHMJj            				AC2921				14				SL
kOyUKAFp                    				AC2921				15				SU
FYgbm                       				AC2921				16				LB
HzdrquddQgipvjuj            				AC2921				17				LB
Qalr                        				AC2921				18				UB
jpAf                        				AC2922				1				UB
TxAHa                       				AC2922				2				SL
OXpvPmrA                    				AC2922				3				SU
phnhhCXLndk                 				AC2922				4				LB
j                           				AC2922				5				LB
qgiSTDF                     				AC2922				6				UB
BKJq                        				AC2922				7				UB




PNR Number: 4652_20221101_1_3014_4				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

wMbMIVeyW                   				AC3014				4				LB
LNcBt                       				AC3014				5				LB
JNPhsEZhUHDHlZ              				AC3014				6				UB
hmEAH                       				AC3014				7				UB
ulMoOlGngxoPLTfv            				AC3014				8				SL
F                           				AC3014				9				SU
mr                          				AC3014				10				LB
ncLuapQwONqwIGq             				AC3014				11				LB
kBglEtF                     				AC3014				12				UB
nh                          				AC3014				13				UB
WoAjRW                      				AC3014				14				SL
hoTrVEHmOJI                 				AC3014				15				SU
PdBsNXkJobMasYq             				AC3014				16				LB
QAJIzuTMJ                   				AC3014				17				LB
gSBUnTqkZcTKK               				AC3014				18				UB
ML                          				AC3015				1				UB
SSlxURTsr                   				AC3015				2				SL
eZOrmrlMWHZzgyoN            				AC3015				3				SU
FPtCKzAvdT                  				AC3015				4				LB
vPm                         				AC3015				5				LB
biwZCzaDBvUiSJ              				AC3015				6				UB
voDsyVCCekbdWn              				AC3015				7				UB
MoulyGHrVSfYRQj             				AC3015				8				SL
M                           				AC3015				9				SU
bIwrktQDYtyCHkX             				AC3015				10				LB
S                           				AC3015				11				LB
kmjfwij                     				AC3015				12				UB
sqSg                        				AC3015				13				UB
R                           				AC3015				14				SL
AdEOcILdbgMYKE              				AC3015				15				SU
fhh                         				AC3015				16				LB




PNR Number: 22517_20221101_0_2210_8				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

wxrO                        				SL2210				8				SU
qERADUSXnfOIlPl             				SL2210				9				LB
sEnWMfkcirciTMwj            				SL2210				10				MB
rEqykuxQBUbHM               				SL2210				11				UB
nrYkqhaR                    				SL2210				12				LB
pvfGxWHFdrSHVrrE            				SL2210				13				MB
FUODyGQZdBV                 				SL2210				14				UB
lBvQ                        				SL2210				15				LB
Z                           				SL2210				16				MB
wuByWWT                     				SL2210				17				UB
jTCZqyJulNOGvfM             				SL2210				18				SL
GKqVXdmKGiiRGdv             				SL2210				19				SU
ad                          				SL2210				20				LB
snsiAz                      				SL2210				21				MB
dEhJaqcu                    				SL2210				22				UB
PEocoIMAetpQypAC            				SL2210				23				LB
SNDF                        				SL2210				24				MB
QEPmJMHrriatPTE             				SL2211				1				LB
RYFpx                       				SL2211				2				MB
qWTVjAKb                    				SL2211				3				UB
DBtYtnTwD                   				SL2211				4				LB
fJG                         				SL2211				5				MB
DMlXijQCpgbvFgc             				SL2211				6				UB
Lksueli                     				SL2211				7				SL
zimuOGe                     				SL2211				8				SU
g                           				SL2211				9				LB




PNR Number: 22517_20221101_0_2216_17				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

avaj                        				SL2216				17				UB
XISRbdAshHudqFLz            				SL2216				18				SL




PNR Number: 4652_20221101_0_2111_15				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

aJArhoOH                    				SL2111				15				LB
TmXmI                       				SL2111				16				MB
q                           				SL2111				17				UB
hJX                         				SL2111				18				SL
SxpPrlC                     				SL2111				19				SU
IwMdYxqPbeHrSM              				SL2111				20				LB
dzPVmbMoXIlWZ               				SL2111				21				MB
RLAIqLOHDe                  				SL2111				22				UB
OcWAHfdpxCuVFHPM            				SL2111				23				LB
wuAwcXyIHuAOd               				SL2111				24				MB
T                           				SL2112				1				LB




PNR Number: 22517_20221101_0_2283_19				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

MffDBfVJM                   				SL2283				19				SU
buGZLVhJ                    				SL2283				20				LB
ujCgzxCTf                   				SL2283				21				MB
bQZNztkTOpbaOr              				SL2283				22				UB
S                           				SL2283				23				LB
DGuHyYgMQ                   				SL2283				24				MB
wEmgzABL                    				SL2284				1				LB
FRCoCUpu                    				SL2284				2				MB
UQoHDgy                     				SL2284				3				UB
hUVetyl                     				SL2284				4				LB
hkmHYlPrPi                  				SL2284				5				MB
wcUkiNT                     				SL2284				6				UB
ZfQPaRx                     				SL2284				7				SL
GkwAke                      				SL2284				8				SU
iRuBxTOot                   				SL2284				9				LB
UOCwezD                     				SL2284				10				MB
CWF                         				SL2284				11				UB




PNR Number: 4652_20221101_0_2162_16				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

fbaojBcoBIFNoB              				SL2162				16				MB
McIudce                     				SL2162				17				UB
SmlNbmeCiYbIx               				SL2162				18				SL
qCmVwQpitUeI                				SL2162				19				SU
IysM                        				SL2162				20				LB
QAhrPoO                     				SL2162				21				MB
xy                          				SL2162				22				UB
bOotLCtLsNOFhmKI            				SL2162				23				LB
iWFYDDa                     				SL2162				24				MB
xXp                         				SL2163				1				LB
WRcCMNFbAKamcHWi            				SL2163				2				MB
xluLrYcRQZwShUGS            				SL2163				3				UB
oxQEUvtAfRGHvIjS            				SL2163				4				LB
lqlSSvtRFArRvBmv            				SL2163				5				MB
WmPFOi                      				SL2163				6				UB
ELL                         				SL2163				7				SL
wQSrJjdZYGFbXu              				SL2163				8				SU
zppxaoSHWkG                 				SL2163				9				LB
DXW                         				SL2163				10				MB
IO                          				SL2163				11				UB




PNR Number: 22517_20221101_1_3060_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

gVyhLMXD                    				AC3060				16				LB
AcnAPHMKSbzuA               				AC3060				17				LB
qytPeJarIBNBJK              				AC3060				18				UB
oLRvYtYMXZ                  				AC3061				1				UB
RHLkiYnGdqXELTUz            				AC3061				2				SL
kDlpmAXCQg                  				AC3061				3				SU
XXWvVawecLMmTNCH            				AC3061				4				LB
uDfGKzrLGZ                  				AC3061				5				LB
dc                          				AC3061				6				UB
yhukplKfy                   				AC3061				7				UB
KZ                          				AC3061				8				SL
aYZmhTitXYrkgpD             				AC3061				9				SU
ynX                         				AC3061				10				LB
qlKhSiGzX                   				AC3061				11				LB
Dgz                         				AC3061				12				UB
ZGrdSKApP                   				AC3061				13				UB
BDu                         				AC3061				14				SL
PfZZGZskZR                  				AC3061				15				SU
hOimzpyTHnH                 				AC3061				16				LB
mTTRIVhaPSpAZ               				AC3061				17				LB
Gjf                         				AC3061				18				UB
c                           				AC3062				1				UB
RkuCuCBGqFSL                				AC3062				2				SL
heXyDPHnjiAPSfO             				AC3062				3				SU
aHgbiUdsoP                  				AC3062				4				LB
yWgCnErV                    				AC3062				5				LB
JLFJhdenLo                  				AC3062				6				UB




PNR Number: 4652_20221101_0_2165_1				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

QcduCGrMQFV                 				SL2165				1				LB
ddyXpNhdYI                  				SL2165				2				MB
Bdf                         				SL2165				3				UB
fX                          				SL2165				4				LB
C                           				SL2165				5				MB
tkdxDbyfQRlraBBw            				SL2165				6				UB
FwbotdPkTB                  				SL2165				7				SL
RdKCmUfJ                    				SL2165				8				SU
UrpsSCGMRpiQmzCX            				SL2165				9				LB
ziyYC                       				SL2165				10				MB
CGJ                         				SL2165				11				UB
gUZizowHjVVbO               				SL2165				12				LB
MK                          				SL2165				13				MB
gsJaYTWvzx                  				SL2165				14				UB
GHZenXholfZoEQF             				SL2165				15				LB
hDtjklwYfJCjxHET            				SL2165				16				MB
ZlwsuZYvJbuwKA              				SL2165				17				UB
ejMsjZoFllvPG               				SL2165				18				SL
dYcmIFxnDwRudptr            				SL2165				19				SU
CjBK                        				SL2165				20				LB
w                           				SL2165				21				MB
jiLZzffKT                   				SL2165				22				UB
DVHz                        				SL2165				23				LB




PNR Number: 4652_20221101_0_2165_24				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ZcvHByniEi                  				SL2165				24				MB
ltKORZnRihOuw               				SL2166				1				LB
mhQCeQGJEGB                 				SL2166				2				MB
oUgvse                      				SL2166				3				UB
C                           				SL2166				4				LB
FGbf                        				SL2166				5				MB
c                           				SL2166				6				UB
xqEYsbwEwegCTLL             				SL2166				7				SL
UnnUi                       				SL2166				8				SU
MpVncntS                    				SL2166				9				LB
aDKuWpjXuO                  				SL2166				10				MB
GnPUZ                       				SL2166				11				UB
ODsbFBuVdaCr                				SL2166				12				LB
jIuWQmRQPlAi                				SL2166				13				MB
qMYf                        				SL2166				14				UB
AJt                         				SL2166				15				LB
NtfUOTxEQjUiFpr             				SL2166				16				MB
CSSnXsJvLn                  				SL2166				17				UB
JdmzfBCWtNMMK               				SL2166				18				SL
rkW                         				SL2166				19				SU
SQAGzHTVxUKbU               				SL2166				20				LB
BImTG                       				SL2166				21				MB
rYe                         				SL2166				22				UB
eO                          				SL2166				23				LB
qewgXoZ                     				SL2166				24				MB
oRnFsaMDixirLmlM            				SL2167				1				LB
YaUxLisgTGYc                				SL2167				2				MB
hIryGbOqwiz                 				SL2167				3				UB




PNR Number: 22517_20221101_0_2322_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

LIRCJQW                     				SL2322				13				MB
B                           				SL2322				14				UB
afxIff                      				SL2322				15				LB
c                           				SL2322				16				MB
gOAjutNif                   				SL2322				17				UB
lIniliyJVUd                 				SL2322				18				SL
ZnhEskUczvmC                				SL2322				19				SU
yZQmUKVak                   				SL2322				20				LB
ChXgKWrXttNZhX              				SL2322				21				MB
dkE                         				SL2322				22				UB
cHGlVDi                     				SL2322				23				LB
CsaW                        				SL2322				24				MB
guUAW                       				SL2323				1				LB
uXpE                        				SL2323				2				MB
VWnqTFWyOv                  				SL2323				3				UB
aOMO                        				SL2323				4				LB
vuqaQMCgFQTTP               				SL2323				5				MB
YVkrtLhNvVmsuM              				SL2323				6				UB
tbGOqwdv                    				SL2323				7				SL
WdAxKaBHgwDhg               				SL2323				8				SU
TdkXcFjY                    				SL2323				9				LB
VQQICQdO                    				SL2323				10				MB
qDvDxWYzkoOI                				SL2323				11				UB
tvr                         				SL2323				12				LB
nyWjjmLnSAkMvUiz            				SL2323				13				MB
cjBTDzgWrrCDwqDn            				SL2323				14				UB
EgrqLMRVTo                  				SL2323				15				LB
gTOcQv                      				SL2323				16				MB
atnYUVELFPKJqlRI            				SL2323				17				UB
SSrphdZrTKbeHxhO            				SL2323				18				SL
ylzTtzftTir                 				SL2323				19				SU
YfVh                        				SL2323				20				LB




PNR Number: 22517_20221101_1_3112_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

setTcjQiKxZZ                				AC3112				16				LB
kJcBoKFijkAvZydv            				AC3112				17				LB
nPaNjhYdW                   				AC3112				18				UB
eoiVOfTyVQsyVFUn            				AC3113				1				UB
xKLTLAeWPEw                 				AC3113				2				SL
ulYjcUrP                    				AC3113				3				SU
gDyqckjMSfzv                				AC3113				4				LB
eeALlyqsE                   				AC3113				5				LB
tsZ                         				AC3113				6				UB
zDaFjdhOiYI                 				AC3113				7				UB
VT                          				AC3113				8				SL
XQkcMxlXDiCcPd              				AC3113				9				SU
pxVkAmMA                    				AC3113				10				LB
YFylJYlWQN                  				AC3113				11				LB
lpZvwLDxdiH                 				AC3113				12				UB
PQgiG                       				AC3113				13				UB
cd                          				AC3113				14				SL
asnpnRLcEN                  				AC3113				15				SU
QMdIQpM                     				AC3113				16				LB
MlwLOgbeQVp                 				AC3113				17				LB
UraBkZqU                    				AC3113				18				UB
pXfRanQXTBLdPB              				AC3114				1				UB
fQiBxvkgWvfd                				AC3114				2				SL
XU                          				AC3114				3				SU
tktwBHB                     				AC3114				4				LB
tUtldM                      				AC3114				5				LB
xKePJD                      				AC3114				6				UB
fWUqKPgScBaWp               				AC3114				7				UB
MpcmlyBWeUJdqZFj            				AC3114				8				SL
rzRBeFI                     				AC3114				9				SU
NugJRJuIeb                  				AC3114				10				LB
eGaZTef                     				AC3114				11				LB
uRjmTnoqDPwCjFYt            				AC3114				12				UB
ROzWnIRWDJcH                				AC3114				13				UB
qXasvWFti                   				AC3114				14				SL
KmGLHUWN                    				AC3114				15				SU
VDLQnTFKgTMxOsC             				AC3114				16				LB




PNR Number: 4652_20221101_1_3166_1				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

BixuHNhowm                  				AC3166				1				UB
NyRSIOsYkJha                				AC3166				2				SL
iTiiAzVwZck                 				AC3166				3				SU
xehvbYPdiLo                 				AC3166				4				LB
HSJGzLKLPvp                 				AC3166				5				LB
nCTDqyIvkOP                 				AC3166				6				UB
BtdCxQZw                    				AC3166				7				UB
lVwZcowOnOVCGrK             				AC3166				8				SL
HGiRcGZhXlgJObJ             				AC3166				9				SU
L                           				AC3166				10				LB
Sn                          				AC3166				11				LB
JLkXIRTw                    				AC3166				12				UB
duWvddlGHTkpmLD             				AC3166				13				UB
u                           				AC3166				14				SL
fFevsPNg                    				AC3166				15				SU
oyOn                        				AC3166				16				LB




PNR Number: 22517_20221101_1_3130_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

NgGtJwTqOEdriQEB            				AC3130				13				UB
ydesJiEyMJLTJJA             				AC3130				14				SL
N                           				AC3130				15				SU
rHEEyFzJNM                  				AC3130				16				LB
pDvLBPQoRIjhYa              				AC3130				17				LB
mNSlnffqmjENNaV             				AC3130				18				UB
R                           				AC3131				1				UB
ozelqx                      				AC3131				2				SL
bqD                         				AC3131				3				SU
tnSWGCQ                     				AC3131				4				LB
pxDTF                       				AC3131				5				LB
xATyOd                      				AC3131				6				UB




PNR Number: 22517_20221101_0_2348_12				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

qkycGgsd                    				SL2348				12				LB
oDEjrdbPWpogS               				SL2348				13				MB
pcPTtNkdSqeHRd              				SL2348				14				UB
NsAHHUkevebJqL              				SL2348				15				LB
qruqRjhekM                  				SL2348				16				MB




PNR Number: 22517_20221101_1_3157_3				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

xWMkIaAJsU                  				AC3157				3				SU
pFruYMpdhYYv                				AC3157				4				LB
lMjis                       				AC3157				5				LB
xrthxBbzdo                  				AC3157				6				UB
XYjqKHKFR                   				AC3157				7				UB
aHAqSDcf                    				AC3157				8				SL
PfQIPJHkHBxY                				AC3157				9				SU
DqWuLmNtx                   				AC3157				10				LB
xZnehuZP                    				AC3157				11				LB
RBdbz                       				AC3157				12				UB
skg                         				AC3157				13				UB
pPUUG                       				AC3157				14				SL
qXbkaSDYFh                  				AC3157				15				SU
wGoBXjqvVWfi                				AC3157				16				LB
ASjGUsrTNSPp                				AC3157				17				LB




PNR Number: 4652_20221101_0_2221_16				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

QJqRGFBCVvZva               				SL2221				16				MB
cUqpHyLkNKblLO              				SL2221				17				UB
MEOCxsFvPYVmzR              				SL2221				18				SL
fkaaNdHGiePgPUna            				SL2221				19				SU
HXdshrvkUk                  				SL2221				20				LB
NBqoDMVTZBAphiB             				SL2221				21				MB
euQr                        				SL2221				22				UB
iz                          				SL2221				23				LB
D                           				SL2221				24				MB
voHbFYlOofpl                				SL2222				1				LB
xeUHOk                      				SL2222				2				MB
TTWUxxqBQbjWVt              				SL2222				3				UB
d                           				SL2222				4				LB




PNR Number: 22517_20221101_0_2401_19				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

WswrbwSAmccBnuNj            				SL2401				19				SU
WFGwWdhyewGgfo              				SL2401				20				LB
hoxZvrIkSUqdRXA             				SL2401				21				MB
IhQwnOFvZ                   				SL2401				22				UB
MNDTPHZWEVTTROqB            				SL2401				23				LB
NhceeNqh                    				SL2401				24				MB
nkNnpBvp                    				SL2402				1				LB
LlxvkdxBsxGfjo              				SL2402				2				MB
FREx                        				SL2402				3				UB
CQLQzZZt                    				SL2402				4				LB
ahhELI                      				SL2402				5				MB
JZloMjk                     				SL2402				6				UB
KVRCjVLcWxuWZ               				SL2402				7				SL
xo                          				SL2402				8				SU
NyDv                        				SL2402				9				LB
zBvKonqOskyBYHED            				SL2402				10				MB
iieTpe                      				SL2402				11				UB
vlN                         				SL2402				12				LB
WraTIGsBEorp                				SL2402				13				MB
bqIQ                        				SL2402				14				UB
AfvHbJtxR                   				SL2402				15				LB
HkmEFLMkCP                  				SL2402				16				MB
QmlxHnQvab                  				SL2402				17				UB
POWEbD                      				SL2402				18				SL
kpXTdNjJqouRET              				SL2402				19				SU
pPY                         				SL2402				20				LB




PNR Number: 22517_20221101_0_2407_7				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ivcr                        				SL2407				7				SL
jLWuQDfgaRz                 				SL2407				8				SU
GCVGGqDcBByNF               				SL2407				9				LB
kaWuQZLOkEU                 				SL2407				10				MB
xMhWjEwHFIcZOB              				SL2407				11				UB
EKKnTeH                     				SL2407				12				LB
rSHLpybrmRJeHIVd            				SL2407				13				MB
RkgZYrBTZ                   				SL2407				14				UB
qQasSZY                     				SL2407				15				LB
hwQtUKfZA                   				SL2407				16				MB
gLaR                        				SL2407				17				UB
aEpxiFBdjSiFo               				SL2407				18				SL
YiKYBCiZFqduSlyA            				SL2407				19				SU
UmrEzxmwUiFb                				SL2407				20				LB
YszmBRMmSDYX                				SL2407				21				MB
GtNTVeWQnif                 				SL2407				22				UB
HeLgngMXH                   				SL2407				23				LB
olPEth                      				SL2407				24				MB
INjRCavPz                   				SL2408				1				LB
bFxfkzrfQnAsPb              				SL2408				2				MB
KTO                         				SL2408				3				UB




PNR Number: 22517_20221101_0_2408_4				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

AZpHH                       				SL2408				4				LB
Rgzxc                       				SL2408				5				MB
T                           				SL2408				6				UB
VKgZqJW                     				SL2408				7				SL
NWd                         				SL2408				8				SU
