PNR Number: 22517_20221101_1_2818_7				Train Number :22517				Date of Journey:2022-11-01
NPhsZmb                     				AC2874				14				SL
utNSn                       				AC2874				15				SU
EgIPJlFrWwO                 				AC2874				16				LB
YzJ                         				AC2874				17				LB
lFsGjjpTRp                  				AC2874				18				UB
UhlwrDSppNTOMZVg            				AC2875				1				UB




PNR Number: 22517_20221101_1_2887_15				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

YJDCrglMsscies              				AC2887				15				SU
CADPM                       				AC2887				16				LB
XIrxo                       				AC2887				17				LB
de                          				AC2887				18				UB
vqfirLtf                    				AC2888				1				UB
ZWp                         				AC2888				2				SL
hIIfa                       				AC2888				3				SU
iUJyqsUejJik                				AC2888				4				LB
osuWGN                      				AC2888				5				LB




PNR Number: 22517_20221101_1_2898_2				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

NvwN                        				AC2898				2				SL
t                           				AC2898				3				SU
hzz                         				AC2898				4				LB
dcSDfkxtfctsoAiR            				AC2898				5				LB
eXXcq                       				AC2898				6				UB
ObmVVvbUamc                 				AC2898				7				UB
uepNTr                      				AC2898				8				SL
tLzpPQLSCkkre               				AC2898				9				SU




PNR Number: 4652_20221101_1_2977_17				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

gYcEKvxSZhfUPN              				AC2977				17				LB
SeDUlrsIWm                  				AC2977				18				UB
vAdSC                       				AC2978				1				UB
SjQDS                       				AC2978				2				SL
FQbnEbyf                    				AC2978				3				SU
MGFrGOOf                    				AC2978				4				LB
RpykpS                      				AC2978				5				LB
tEHZIjjkiDVJfsNA            				AC2978				6				UB
gZLQ                        				AC2978				7				UB
LpuAWOakIzmcP               				AC2978				8				SL
b                           				AC2978				9				SU
VkncFJGwR                   				AC2978				10				LB
TBASJC                      				AC2978				11				LB
FISYFWueTLb                 				AC2978				12				UB
t                           				AC2978				13				UB
W                           				AC2978				14				SL
oGXZPeMGyulpB               				AC2978				15				SU
eMhFdOAgQbG                 				AC2978				16				LB
QvPfRx                      				AC2978				17				LB
a                           				AC2978				18				UB
bFNWJ                       				AC2979				1				UB
BQtrxZTsHtbtA               				AC2979				2				SL
OtJzwjeqHTkEJIY             				AC2979				3				SU
w                           				AC2979				4				LB
PvEOxA                      				AC2979				5				LB
ZTAgGLLosKkRhZy             				AC2979				6				UB
tbsbxIMXqJOrwRqI            				AC2979				7				UB
OuPicyfgYdqDnme             				AC2979				8				SL
QxjXlMOJ                    				AC2979				9				SU
qXGHXryFt                   				AC2979				10				LB
ja                          				AC2979				11				LB
XdPSInx                     				AC2979				12				UB




PNR Number: 4652_20221101_0_2087_1				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

llOKPwtveJZ                 				SL2087				1				LB
dMsiNAIyRUJeIV              				SL2087				2				MB
SdBkevcrMIterFW             				SL2087				3				UB
QAvDUbvNn                   				SL2087				4				LB
AoXScBl                     				SL2087				5				MB
YGOJxxAUr                   				SL2087				6				UB
OjOXPOecTqNP                				SL2087				7				SL
qCcvSGlNUMjRqxL             				SL2087				8				SU
zvDDMwV                     				SL2087				9				LB
W                           				SL2087				10				MB
qmHDUyV                     				SL2087				11				UB
FFe                         				SL2087				12				LB
DlRNmosTjlZNqB              				SL2087				13				MB
AE                          				SL2087				14				UB
BCHYmTsAWb                  				SL2087				15				LB
PnheoATo                    				SL2087				16				MB
xawAIzSpbfg                 				SL2087				17				UB
fO                          				SL2087				18				SL
TCJPkCxJqMo                 				SL2087				19				SU
RLzKZqvpd                   				SL2087				20				LB
D                           				SL2087				21				MB
FFaHopwLZgaTVx              				SL2087				22				UB
qL                          				SL2087				23				LB
vgjj                        				SL2087				24				MB
HSMxiIXTthCbW               				SL2088				1				LB




PNR Number: 22517_20221101_1_2950_14				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

FDG                         				AC2950				14				SL
ZwtHljhzqfmy                				AC2950				15				SU
biuo                        				AC2950				16				LB
BCAQCNnSCIkAjvi             				AC2950				17				LB
XkyJduyCvXgrt               				AC2950				18				UB
ihthsIdsfY                  				AC2951				1				UB
xWSGXGUE                    				AC2951				2				SL
uNOceMyku                   				AC2951				3				SU
UbHajtqGJnDkc               				AC2951				4				LB
RDmqMNYEXZknz               				AC2951				5				LB
oJzCrMKecNKqbM              				AC2951				6				UB
EaLWPmodNwmbNm              				AC2951				7				UB
paSMHGvkqEU                 				AC2951				8				SL
TIlq                        				AC2951				9				SU
yioBRHKhXKlO                				AC2951				10				LB
sDtW                        				AC2951				11				LB
yHsoEuCxzbNRp               				AC2951				12				UB
II                          				AC2951				13				UB
FEyOgU                      				AC2951				14				SL
iQyIprHWdQy                 				AC2951				15				SU
JAPJe                       				AC2951				16				LB
q                           				AC2951				17				LB
SggFd                       				AC2951				18				UB
dxfBNmGuw                   				AC2952				1				UB
JjIylDXjVlrH                				AC2952				2				SL
Uv                          				AC2952				3				SU




PNR Number: 22517_20221101_1_2969_5				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

LsrMllfPaiNdsLW             				AC2969				5				LB
VN                          				AC2969				6				UB
vt                          				AC2969				7				UB
RDgDzcScca                  				AC2969				8				SL
V                           				AC2969				9				SU
Kxb                         				AC2969				10				LB
trKwQmJfKEdvB               				AC2969				11				LB
GBwr                        				AC2969				12				UB
FPxXdnWRVzqCMk              				AC2969				13				UB
hzoxehVZvmKDq               				AC2969				14				SL
OiNRzmg                     				AC2969				15				SU
wO                          				AC2969				16				LB
elnSxJyBzAJj                				AC2969				17				LB
KbBZoQyAWgEGUD              				AC2969				18				UB
TaifPsKGBxVJ                				AC2970				1				UB
oFCOc                       				AC2970				2				SL
OYh                         				AC2970				3				SU
GheJKIivLaoqBje             				AC2970				4				LB
BYpEDSlUnrcJ                				AC2970				5				LB
NMAq                        				AC2970				6				UB
JXWxJIhhU                   				AC2970				7				UB
eHPhZY                      				AC2970				8				SL
liYdYozdNAq                 				AC2970				9				SU




PNR Number: 4652_20221101_0_2116_7				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

cSbkOmaTAlhoG               				SL2116				7				SL




PNR Number: 22517_20221101_1_2980_9				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

AYQWzsxiERG                 				AC2980				9				SU
fg                          				AC2980				10				LB
UtRnSaMSwfTKd               				AC2980				11				LB
KgVsDYIXkOerMW              				AC2980				12				UB
FOwtIuRH                    				AC2980				13				UB
IOpeimoZro                  				AC2980				14				SL
tWupWLpmBOBire              				AC2980				15				SU
AieromFmicbcQt              				AC2980				16				LB
lIBXJ                       				AC2980				17				LB
Yo                          				AC2980				18				UB
JTQJM                       				AC2981				1				UB
ulovkHXo                    				AC2981				2				SL
bHuOMoKW                    				AC2981				3				SU
eJJMCtYbIcVbrV              				AC2981				4				LB
VDQSBHWF                    				AC2981				5				LB
JGJEqznaArHpTha             				AC2981				6				UB
Yrv                         				AC2981				7				UB
LNrveZWFxEvDOZ              				AC2981				8				SL
ZxrjY                       				AC2981				9				SU
yLVWgLZitkjYynYU            				AC2981				10				LB
nEovogIZ                    				AC2981				11				LB
KNddsZE                     				AC2981				12				UB
fiVMIUOsyq                  				AC2981				13				UB
taJNhmuMAWuEEAn             				AC2981				14				SL
MPmCOhIGxzKJ                				AC2981				15				SU
EVEhbPVmKxQHNpJl            				AC2981				16				LB
NiRmXSBqaxRoTnH             				AC2981				17				LB
vqdWbVTj                    				AC2981				18				UB




PNR Number: 4652_20221101_0_2118_16				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

FpJMLF                      				SL2118				16				MB
OxcoTgpqXCUjikm             				SL2118				17				UB
ZceqDTe                     				SL2118				18				SL
zRuyAb                      				SL2118				19				SU
qKNLvlVihUrEkMS             				SL2118				20				LB
ZvM                         				SL2118				21				MB
VPtH                        				SL2118				22				UB
dtgJE                       				SL2118				23				LB
lIvOagjg                    				SL2118				24				MB
TMmzmmCHLJLmq               				SL2119				1				LB
kcavvzRw                    				SL2119				2				MB
MJz                         				SL2119				3				UB
ZKzYjdntQqiI                				SL2119				4				LB
xRwyQLCfB                   				SL2119				5				MB
d                           				SL2119				6				UB
iargZvmeSEoVW               				SL2119				7				SL
wpoCJeSmZlszuHf             				SL2119				8				SU
nwISWp                      				SL2119				9				LB
THRuxNlr                    				SL2119				10				MB
b                           				SL2119				11				UB
nwOVGnu                     				SL2119				12				LB
iymydwPgLpvUQJER            				SL2119				13				MB
DhOcVnAEPqblswNI            				SL2119				14				UB




PNR Number: 22517_20221101_0_2244_2				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

bRBr                        				SL2244				2				MB
RuaFOWHWV                   				SL2244				3				UB
kP                          				SL2244				4				LB
mnyihHVVjlCts               				SL2244				5				MB
fXxcawr                     				SL2244				6				UB
OshanaXPNcI                 				SL2244				7				SL
QSZufYdujTkUM               				SL2244				8				SU
sBkKGJEFxqAWrH              				SL2244				9				LB
rHNOhyCFvBSTg               				SL2244				10				MB
WbonuptEwNwi                				SL2244				11				UB
H                           				SL2244				12				LB
mMnAutC                     				SL2244				13				MB
dZvN                        				SL2244				14				UB
scfQwyfzN                   				SL2244				15				LB
epX                         				SL2244				16				MB
roYenqFfNhnIkWN             				SL2244				17				UB
iM                          				SL2244				18				SL
tyKllfvsAAbHGZvZ            				SL2244				19				SU
ZeRxwetpNAmb                				SL2244				20				LB
TplVURppuyxmR               				SL2244				21				MB
rYjGaiB                     				SL2244				22				UB
c                           				SL2244				23				LB
imZfo                       				SL2244				24				MB
I                           				SL2245				1				LB
qJDaWULIsTasXcfI            				SL2245				2				MB
ok                          				SL2245				3				UB
SicocKQQkpjJC               				SL2245				4				LB
lAwtjTwUhQose               				SL2245				5				MB
eznJmcE                     				SL2245				6				UB
TffL                        				SL2245				7				SL
ExrqcYLS                    				SL2245				8				SU
nLAiEKWauJkbjoG             				SL2245				9				LB
moKBtPXzalnXMbSt            				SL2245				10				MB
jlBzFVYoOzWFNsN             				SL2245				11				UB




PNR Number: 22517_20221101_0_2268_7				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

awdUqQKNPRR                 				SL2268				7				SL
Skf                         				SL2268				8				SU
wjHJuXZVx                   				SL2268				9				LB
ydrqiGMsupoorI              				SL2268				10				MB
qSGNzGXsMrIRzGb             				SL2268				11				UB
lXXnQxOubNqR                				SL2268				12				LB
uL                          				SL2268				13				MB
Vqhui                       				SL2268				14				UB
SxwXKzdd                    				SL2268				15				LB
qcbacazjrMWOqOf             				SL2268				16				MB
NpXlGLLLUmF                 				SL2268				17				UB
VdUKivsMGaMoWsW             				SL2268				18				SL
izouCexJiQ                  				SL2268				19				SU
iNDLevuFbQjz                				SL2268				20				LB
evaOvSmSnPCtoTS             				SL2268				21				MB
oUcOwSlZq                   				SL2268				22				UB
oLfkTKExMFfGW               				SL2268				23				LB
ZIFUewDVrh                  				SL2268				24				MB
Jc                          				SL2269				1				LB
ULrVrNiQuIcMpZaf            				SL2269				2				MB
ZE                          				SL2269				3				UB
TK                          				SL2269				4				LB




PNR Number: 4652_20221101_0_2147_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

wIEVJyZMyf                  				SL2147				8				SU
ZKScFchMWVynVt              				SL2147				9				LB
iKMDMTdJlghsg               				SL2147				10				MB
WRCuVNFhgMsVZ               				SL2147				11				UB
nLRReMIgzU                  				SL2147				12				LB
emGMzSMXiQf                 				SL2147				13				MB
VWzSmVJVEX                  				SL2147				14				UB




PNR Number: 22517_20221101_1_3039_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

pLuzZ                       				AC3039				13				UB
VwAQRMmTRFRb                				AC3039				14				SL
DlUOicUQFaO                 				AC3039				15				SU
spawwnRaSDRUZv              				AC3039				16				LB
zOHYkqHh                    				AC3039				17				LB
IIa                         				AC3039				18				UB
bGyTvbhjJOmC                				AC3040				1				UB
byKFBUiYoqNpDX              				AC3040				2				SL
GGbKTNDicmiLmQfT            				AC3040				3				SU




PNR Number: 4652_20221101_0_2152_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

VkgmwFKdQqkac               				SL2152				13				MB
fgWk                        				SL2152				14				UB
aHTQ                        				SL2152				15				LB
RdbsfxArDHADoHm             				SL2152				16				MB
zsakgQWsb                   				SL2152				17				UB
tJmi                        				SL2152				18				SL
tprXlNyjOgBIOMk             				SL2152				19				SU
dPdlMikEEe                  				SL2152				20				LB
QurbeQNdsH                  				SL2152				21				MB
jGnb                        				SL2152				22				UB
bvAqaePryntG                				SL2152				23				LB
VYvs                        				SL2152				24				MB




PNR Number: 22517_20221101_1_3047_5				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

FOi                         				AC3047				5				LB
RTYTvwNH                    				AC3047				6				UB
SbjtZ                       				AC3047				7				UB
AjZu                        				AC3047				8				SL
MzvXkmd                     				AC3047				9				SU
yimySiWMyfKL                				AC3047				10				LB
Tj                          				AC3047				11				LB
NINKQAYQm                   				AC3047				12				UB
GzfrcSuPw                   				AC3047				13				UB
iWmDYKlWOBuGtL              				AC3047				14				SL
bqDQn                       				AC3047				15				SU
F                           				AC3047				16				LB
YKNpijjQqwJMVE              				AC3047				17				LB
xGoeSfuV                    				AC3047				18				UB
fSNa                        				AC3048				1				UB
dJQVc                       				AC3048				2				SL
H                           				AC3048				3				SU
eyLq                        				AC3048				4				LB
eeyXSUONue                  				AC3048				5				LB
WwFegDkSCX                  				AC3048				6				UB
uBiKZcNJhnewRQ              				AC3048				7				UB
FxnoMlZ                     				AC3048				8				SL
dfCMyrXqSb                  				AC3048				9				SU
COsen                       				AC3048				10				LB
hrBDHYhGMZUGRB              				AC3048				11				LB
Fhb                         				AC3048				12				UB




PNR Number: 4652_20221101_1_3129_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

DbnApilwo                   				AC3129				9				SU
vfpI                        				AC3129				10				LB
quhPWGAFWbb                 				AC3129				11				LB
AjT                         				AC3129				12				UB
cKF                         				AC3129				13				UB
xNio                        				AC3129				14				SL
bQWnGaPfm                   				AC3129				15				SU
GVpEMSY                     				AC3129				16				LB
ze                          				AC3129				17				LB
spoE                        				AC3129				18				UB
VJPvhrCmynyznNd             				AC3130				1				UB
UHF                         				AC3130				2				SL
PBsMcUIAmqoR                				AC3130				3				SU
Py                          				AC3130				4				LB
zeUnhVcioJZAW               				AC3130				5				LB
rvMaOhXKyQ                  				AC3130				6				UB
fYiJfeXO                    				AC3130				7				UB
Jmskll                      				AC3130				8				SL
tfOkVREZmObzQhTm            				AC3130				9				SU
uHlDsdsE                    				AC3130				10				LB
rc                          				AC3130				11				LB
RhRgny                      				AC3130				12				UB
jSWzgQkNNfyMS               				AC3130				13				UB
c                           				AC3130				14				SL
tKkpNZDakolfz               				AC3130				15				SU
wrZcHccCIiYyf               				AC3130				16				LB
Ucq                         				AC3130				17				LB
AspUFTnkIIwwLEs             				AC3130				18				UB
tVKIxAi                     				AC3131				1				UB




PNR Number: 4652_20221101_1_3131_2				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

FdqqIS                      				AC3131				2				SL
M                           				AC3131				3				SU
wGJfG                       				AC3131				4				LB
PsYDoHyFApUOChF             				AC3131				5				LB
ZxfXni                      				AC3131				6				UB
xCvSjF                      				AC3131				7				UB
seUvdyNuiQV                 				AC3131				8				SL
Y                           				AC3131				9				SU
mACstwBoJZ                  				AC3131				10				LB
qG                          				AC3131				11				LB
AHMVBFkXF                   				AC3131				12				UB
YwukNqO                     				AC3131				13				UB
Oc                          				AC3131				14				SL
SfqMYBc                     				AC3131				15				SU
lvPBolRUVbCheM              				AC3131				16				LB
FUVR                        				AC3131				17				LB
HbKVTOTxls                  				AC3131				18				UB
NEuEgNGncVlELrD             				AC3132				1				UB
ioqnDBpwbxc                 				AC3132				2				SL
gpzAWQSDlp                  				AC3132				3				SU
aIxXfkCiRVncyKTZ            				AC3132				4				LB
fVIQbJqJdvzcE               				AC3132				5				LB
W                           				AC3132				6				UB
xIuGTrtObkouPKBV            				AC3132				7				UB
dvrRVOsvpyijKJy             				AC3132				8				SL
vLLB                        				AC3132				9				SU
WvumagnDkfEu                				AC3132				10				LB
hQUcaEbhQirVt               				AC3132				11				LB
GHGi                        				AC3132				12				UB
yrN                         				AC3132				13				UB
jgvQtGNHQ                   				AC3132				14				SL
WPVlQqjpYqWm                				AC3132				15				SU
kRP                         				AC3132				16				LB




PNR Number: 22517_20221101_1_3074_17				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

QoWnFonddYJ                 				AC3074				17				LB
cYYiUc                      				AC3074				18				UB
MyAZgrYENuW                 				AC3075				1				UB
vuwKYBVLUi                  				AC3075				2				SL
nDEUnzyDRzZybi              				AC3075				3				SU
syxtqGvVrkUPkCeK            				AC3075				4				LB
wrnmXBWgCDtemr              				AC3075				5				LB
mAeRGr                      				AC3075				6				UB
nNGmXeJrO                   				AC3075				7				UB
UhcyaRYTvaVjBDZ             				AC3075				8				SL
GxVcXmOtMhSf                				AC3075				9				SU
Yx                          				AC3075				10				LB
SCrOLMCaqOhzoOn             				AC3075				11				LB
xftCyjvaX                   				AC3075				12				UB
q                           				AC3075				13				UB
Gzs                         				AC3075				14				SL
Iobne                       				AC3075				15				SU
tGdFpGnYREzgeC              				AC3075				16				LB
WDgvhwUzRHXh                				AC3075				17				LB
poluj                       				AC3075				18				UB
gSP                         				AC3076				1				UB
nZzrAtkEsLfxacam            				AC3076				2				SL
mwNZVqbcqNhXwr              				AC3076				3				SU
zmxiYZXCMrUyDX              				AC3076				4				LB




PNR Number: 22517_20221101_1_3083_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

XnlJQzRoPkoOHZZd            				AC3083				16				LB
oIPkCQbMtCsBnNTo            				AC3083				17				LB
VqTGXiM                     				AC3083				18				UB
roNtiEr                     				AC3084				1				UB
daTohWTVs                   				AC3084				2				SL
moBtxKfDXCCd                				AC3084				3				SU
tLijwFu                     				AC3084				4				LB
NnEGZOtYvixQDddU            				AC3084				5				LB
mUHyJ                       				AC3084				6				UB
QCY                         				AC3084				7				UB
ZLktdptlPIxx                				AC3084				8				SL
fujbnKij                    				AC3084				9				SU
HohZcNvnMjoK                				AC3084				10				LB
rovnryXhccAZrCb             				AC3084				11				LB
tXBJNERmbrq                 				AC3084				12				UB
mbFdwec                     				AC3084				13				UB
tGbpweKyRMprsT              				AC3084				14				SL
rJAQRvcXYSb                 				AC3084				15				SU
cyMIWTwffpsQU               				AC3084				16				LB
HxW                         				AC3084				17				LB
qHedI                       				AC3084				18				UB
omCx                        				AC3085				1				UB
cqvHQJJmW                   				AC3085				2				SL
uAgJTo                      				AC3085				3				SU




PNR Number: 22517_20221101_0_2324_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

zCmlslOgYFmOdVW             				SL2324				13				MB
Ea                          				SL2324				14				UB
FMRUDmyN                    				SL2324				15				LB
nVDPJhViPJYHoyVZ            				SL2324				16				MB
voIps                       				SL2324				17				UB
PwBhOqKqhEWFvxNn            				SL2324				18				SL
sDlwHTSWzcCMYvHT            				SL2324				19				SU
C                           				SL2324				20				LB
LDkztRptL                   				SL2324				21				MB
plb                         				SL2324				22				UB
dCOTR                       				SL2324				23				LB
cxWUd                       				SL2324				24				MB
yjCxpFzdqoCkwnwL            				SL2325				1				LB




PNR Number: 22517_20221101_1_3118_10				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

HiVcqEIPZCC                 				AC3118				10				LB
Dssl                        				AC3118				11				LB
zDCXvXMuBKd                 				AC3118				12				UB
DucxLYfGDOWDf               				AC3118				13				UB
eiaPTvvAYzkDBS              				AC3118				14				SL
i                           				AC3118				15				SU
OQlabGIFb                   				AC3118				16				LB
QeQpOQoaQolq                				AC3118				17				LB
lK                          				AC3118				18				UB
bxSTMKgLMi                  				AC3119				1				UB
wvSieoGyoQ                  				AC3119				2				SL
ypcdKqhx                    				AC3119				3				SU
w                           				AC3119				4				LB
jakzmdERjZVU                				AC3119				5				LB
yzhNovtTu                   				AC3119				6				UB




PNR Number: 4652_20221101_0_2196_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

rNiVqBlfl                   				SL2196				8				SU
ONh                         				SL2196				9				LB
bAzdfXWmUakFlbjJ            				SL2196				10				MB
RNmtFuwkM                   				SL2196				11				UB
XSKs                        				SL2196				12				LB
lBfsNPki                    				SL2196				13				MB
kozNXZlZIvXhy               				SL2196				14				UB
InABREh                     				SL2196				15				LB
fwAnk                       				SL2196				16				MB
uAOMWGvuH                   				SL2196				17				UB
u                           				SL2196				18				SL
zPBOradu                    				SL2196				19				SU
UDHYqfoO                    				SL2196				20				LB
toeKSORCWlnX                				SL2196				21				MB
MwAjFgPhSGoEAE              				SL2196				22				UB
KkRbeiLdFIeXrN              				SL2196				23				LB
uhRsvqO                     				SL2196				24				MB
andHssBW                    				SL2197				1				LB
mFycfBpWTFg                 				SL2197				2				MB
YWTYlik                     				SL2197				3				UB
nVHVL                       				SL2197				4				LB
MbplKoLniwetfu              				SL2197				5				MB
dQJLAhdI                    				SL2197				6				UB
fotNre                      				SL2197				7				SL
QBCWLLBc                    				SL2197				8				SU
YgZpeNXUXkMQ                				SL2197				9				LB
aoKMQKLwo                   				SL2197				10				MB
wUUlqMfFPiJEcgcb            				SL2197				11				UB
LBwSiFw                     				SL2197				12				LB
juzCtUspjXSDnm              				SL2197				13				MB
bIht                        				SL2197				14				UB




PNR Number: 4652_20221101_0_2197_15				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

YgMTuDNEn                   				SL2197				15				LB
FldBQgCOQadTUJ              				SL2197				16				MB
dxFuRoFYb                   				SL2197				17				UB
WTYR                        				SL2197				18				SL
fLEpK                       				SL2197				19				SU
I                           				SL2197				20				LB
SOMOBaZPmYyKWtL             				SL2197				21				MB
mAoobZYP                    				SL2197				22				UB
znpsUiPrwue                 				SL2197				23				LB
QRAFuOHrJv                  				SL2197				24				MB
zNyxAJaBJZz                 				SL2198				1				LB
r                           				SL2198				2				MB
ZOIoQCfvVlkrScz             				SL2198				3				UB
JPddgeEDdFvCY               				SL2198				4				LB
