PNR Number: 4652_20221101_1_2912_9				Train Number :4652				Date of Journey:2022-11-01
nHoiHYlWfyJTmgm             				AC2910				7				UB
OuQFRvYzWBw                 				AC2910				8				SL
zplaWAjwJCW                 				AC2910				9				SU
ofrCN                       				AC2910				10				LB
VSQiRe                      				AC2910				11				LB
oiGeOcleHw                  				AC2910				12				UB
ZGYXwiZBQx                  				AC2910				13				UB
jqqHZIma                    				AC2910				14				SL




PNR Number: 22517_20221101_0_2216_19				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

jyujw                       				SL2216				19				SU
RkQgvQ                      				SL2216				20				LB
nbqIdIIcfKRSeik             				SL2216				21				MB
sFHggxhtULc                 				SL2216				22				UB
qufGJhHqVDPwMJI             				SL2216				23				LB
dGipbSvuxtcIxnNW            				SL2216				24				MB
JuAflhq                     				SL2217				1				LB
ajUykh                      				SL2217				2				MB
fMs                         				SL2217				3				UB
vYpSmedinwYR                				SL2217				4				LB
papvtNN                     				SL2217				5				MB
RniqkiPbAqL                 				SL2217				6				UB
PB                          				SL2217				7				SL
FKEF                        				SL2217				8				SU
pjzU                        				SL2217				9				LB
xKXwAfNijoppJri             				SL2217				10				MB
QaWnnCUboOBGKZ              				SL2217				11				UB
GZzAGbFZZTniUG              				SL2217				12				LB
pftweNy                     				SL2217				13				MB
uGuNoqYwSiP                 				SL2217				14				UB
gPTzlYVPA                   				SL2217				15				LB
mwMnD                       				SL2217				16				MB




PNR Number: 22517_20221101_1_2984_10				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

GKlHHOYLDeoR                				AC2984				10				LB
EpGtubEXwbToLaO             				AC2984				11				LB
DxzWmrzmrHS                 				AC2984				12				UB
YhPhjMiJpMh                 				AC2984				13				UB
BelTkPaC                    				AC2984				14				SL
jdfS                        				AC2984				15				SU
BjfivXptMOYPGzY             				AC2984				16				LB
WisXgDjjimr                 				AC2984				17				LB
XNVtqVdVN                   				AC2984				18				UB
atAfdw                      				AC2985				1				UB
cxOunvgLZkCc                				AC2985				2				SL
ne                          				AC2985				3				SU
fPZi                        				AC2985				4				LB
zBDXrQPPMS                  				AC2985				5				LB
fT                          				AC2985				6				UB
STmGwEqrSbPt                				AC2985				7				UB
rYM                         				AC2985				8				SL
ewmFinc                     				AC2985				9				SU
gC                          				AC2985				10				LB
KGEcrD                      				AC2985				11				LB
YkibPREHZyl                 				AC2985				12				UB
rRKBfZ                      				AC2985				13				UB
nLnvKtThibcV                				AC2985				14				SL
pbOLNYrcSAAeBQMX            				AC2985				15				SU
FQqY                        				AC2985				16				LB
VIeVLYsDYLLxM               				AC2985				17				LB
TnVrQ                       				AC2985				18				UB
jotxFEyRltHfwo              				AC2986				1				UB
VcpzGWPukC                  				AC2986				2				SL
AdoTwVcmjRlpe               				AC2986				3				SU
Wi                          				AC2986				4				LB
iZoepyGNWOUmURW             				AC2986				5				LB




PNR Number: 4652_20221101_0_2121_1				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

MXRiNUARPDcGuf              				SL2121				1				LB
GUksYdV                     				SL2121				2				MB
HkrUd                       				SL2121				3				UB
dyOnD                       				SL2121				4				LB
ZEmkzmtKKBA                 				SL2121				5				MB
feCOplwVNuXhiZHm            				SL2121				6				UB
kioqjd                      				SL2121				7				SL
St                          				SL2121				8				SU
xWmaCWokrwcS                				SL2121				9				LB
lDsnDJIkkjVQMEpH            				SL2121				10				MB
rcbgPMRHRdHfhOQ             				SL2121				11				UB
l                           				SL2121				12				LB
jZYAxEq                     				SL2121				13				MB
blXpurUMPCxUrkRg            				SL2121				14				UB
xkGasdVVRnyds               				SL2121				15				LB
XSGwDACbJeFYmFZ             				SL2121				16				MB
AxVapxThiGjgyC              				SL2121				17				UB
oGQZjDGXxYBJf               				SL2121				18				SL
dTtHv                       				SL2121				19				SU
JVFGXIVBmRzrPgCe            				SL2121				20				LB
nMxEUa                      				SL2121				21				MB
MQQPrwOQSC                  				SL2121				22				UB
erXAMNRrKznzYx              				SL2121				23				LB
baJbtvfVyYMUjh              				SL2121				24				MB
gPBcqhLCjdMOXo              				SL2122				1				LB
KEcKR                       				SL2122				2				MB
dTheKuXocSXmfX              				SL2122				3				UB
xP                          				SL2122				4				LB
VIGVdvPD                    				SL2122				5				MB




PNR Number: 4652_20221101_0_2130_1				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

LlCAqHBP                    				SL2130				1				LB
ZYAnejXVU                   				SL2130				2				MB
OoA                         				SL2130				3				UB
CjbgZnveeGiRM               				SL2130				4				LB
gzOqFnEojJ                  				SL2130				5				MB
DbYOVTLJFMmhr               				SL2130				6				UB
B                           				SL2130				7				SL
HplxphYjVB                  				SL2130				8				SU
OAxi                        				SL2130				9				LB
wPWVlHCm                    				SL2130				10				MB
sD                          				SL2130				11				UB
fRMJzbdEUVLhhD              				SL2130				12				LB
Qa                          				SL2130				13				MB




PNR Number: 22517_20221101_0_2262_19				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

XyQOYlhMs                   				SL2262				19				SU
GG                          				SL2262				20				LB
mGNAzqs                     				SL2262				21				MB
phxfpgzKqHxq                				SL2262				22				UB
ZtIRFIXmum                  				SL2262				23				LB
AzjJAfvOHqOPcGXN            				SL2262				24				MB
S                           				SL2263				1				LB
CdKispGB                    				SL2263				2				MB
qYKyhTI                     				SL2263				3				UB
rf                          				SL2263				4				LB
XBsQ                        				SL2263				5				MB
GJj                         				SL2263				6				UB
dwmtXnoEXMpUQfE             				SL2263				7				SL
w                           				SL2263				8				SU
vitZqpRfUIAINl              				SL2263				9				LB
vfVhsKwxrmoy                				SL2263				10				MB
ibwitsCYfJk                 				SL2263				11				UB
baZDAgfIHQaeDpIJ            				SL2263				12				LB
ANCvzsYW                    				SL2263				13				MB
iYaTr                       				SL2263				14				UB
r                           				SL2263				15				LB
JUgETYproXsrIXpr            				SL2263				16				MB
A                           				SL2263				17				UB
RYJBOrB                     				SL2263				18				SL
osFQDqiCdTZNpG              				SL2263				19				SU
gFDVdBwc                    				SL2263				20				LB
heiwKktD                    				SL2263				21				MB




PNR Number: 22517_20221101_0_2263_22				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

uqVeOnfsbogFzrXZ            				SL2263				22				UB
Ht                          				SL2263				23				LB
yQvciT                      				SL2263				24				MB
qOJig                       				SL2264				1				LB
cMvxYv                      				SL2264				2				MB
CCKIVmqML                   				SL2264				3				UB
XpsrtvhZxpFc                				SL2264				4				LB
C                           				SL2264				5				MB
Bbr                         				SL2264				6				UB
fVSUlaP                     				SL2264				7				SL




PNR Number: 4652_20221101_0_2144_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

AoLcXnvIAEcxWYg             				SL2144				13				MB
xwy                         				SL2144				14				UB
MLSNrJudz                   				SL2144				15				LB
IcgNoVbcqLPzXq              				SL2144				16				MB
PhSXxU                      				SL2144				17				UB
rieykTp                     				SL2144				18				SL
DGWRtNtW                    				SL2144				19				SU
hCdN                        				SL2144				20				LB
GRjnC                       				SL2144				21				MB
IenYnCJMozzwUtCx            				SL2144				22				UB
JLiVZsFCUttCVz              				SL2144				23				LB
MvXY                        				SL2144				24				MB
BuNdhHPnjeHDX               				SL2145				1				LB
wfrzReY                     				SL2145				2				MB
LutplF                      				SL2145				3				UB
UvgjDIxRgaYEw               				SL2145				4				LB
yNaUoOmDMATI                				SL2145				5				MB
cCFi                        				SL2145				6				UB
NSimmylRh                   				SL2145				7				SL
xee                         				SL2145				8				SU
WuRJP                       				SL2145				9				LB
KASVbrLqTer                 				SL2145				10				MB
tMtPocukxQTQKmyp            				SL2145				11				UB
zkBu                        				SL2145				12				LB
tisLhJW                     				SL2145				13				MB
gCxdYyfbZlQDuOcK            				SL2145				14				UB
WPUFzPZbReI                 				SL2145				15				LB
rZnEtJ                      				SL2145				16				MB
PfFACUXjp                   				SL2145				17				UB
B                           				SL2145				18				SL
iHuxtpdFyBMt                				SL2145				19				SU
OpCSscfpcqq                 				SL2145				20				LB
MKmMeBOGwMKWBX              				SL2145				21				MB
dRSTOnXmZoHrHJdd            				SL2145				22				UB
UrxhnXttOLhFroFB            				SL2145				23				LB
JxNOJknVjqT                 				SL2145				24				MB
BZCiFky                     				SL2146				1				LB




PNR Number: 22517_20221101_0_2269_5				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

XEvZER                      				SL2269				5				MB
lfnuyyEGzPd                 				SL2269				6				UB
qiqms                       				SL2269				7				SL
NQ                          				SL2269				8				SU
CXb                         				SL2269				9				LB
DjcbfoMcoEUL                				SL2269				10				MB
IIdapjDzrAe                 				SL2269				11				UB
FWoAcI                      				SL2269				12				LB
TsrURSjfKZcL                				SL2269				13				MB
GIfYHBVnPL                  				SL2269				14				UB
kZeyV                       				SL2269				15				LB
VOSRdezgTfmc                				SL2269				16				MB
gnW                         				SL2269				17				UB
XBMAYcyDgt                  				SL2269				18				SL
iyFDRZdjiZUg                				SL2269				19				SU
GECFofIVgiay                				SL2269				20				LB
OTVqJOSCouD                 				SL2269				21				MB
LYBMKCBGjN                  				SL2269				22				UB
DrZERjs                     				SL2269				23				LB
hzzxXMfHOg                  				SL2269				24				MB
h                           				SL2270				1				LB
JdHu                        				SL2270				2				MB
AIuFrtihp                   				SL2270				3				UB
oIP                         				SL2270				4				LB
dArFy                       				SL2270				5				MB
nA                          				SL2270				6				UB
nwqC                        				SL2270				7				SL
OVYEuSmjXiJkO               				SL2270				8				SU
Z                           				SL2270				9				LB
Q                           				SL2270				10				MB
BaQH                        				SL2270				11				UB
FtQ                         				SL2270				12				LB




PNR Number: 22517_20221101_0_2280_19				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

W                           				SL2280				19				SU
GEQSy                       				SL2280				20				LB
WdfPXeepWXyg                				SL2280				21				MB
sXzfjLZvAuwr                				SL2280				22				UB
PBsdoGbgkBcCWFjx            				SL2280				23				LB
BiHzppKQ                    				SL2280				24				MB
yu                          				SL2281				1				LB
Ocizmv                      				SL2281				2				MB
UFub                        				SL2281				3				UB
qRG                         				SL2281				4				LB
W                           				SL2281				5				MB
CUDAdBpIiSIVLImJ            				SL2281				6				UB
mWqxWmVSz                   				SL2281				7				SL
sSyWmmy                     				SL2281				8				SU
FfeHsxMfPkHWsGsV            				SL2281				9				LB
MswyMSsdT                   				SL2281				10				MB
hTSacRzmyJuN                				SL2281				11				UB
VddgRe                      				SL2281				12				LB
xqaKLATdJ                   				SL2281				13				MB
Sd                          				SL2281				14				UB
woTyafZnBys                 				SL2281				15				LB
gJyawZCBEte                 				SL2281				16				MB
sw                          				SL2281				17				UB
LpEHns                      				SL2281				18				SL
xLfDxFF                     				SL2281				19				SU
zzwnfZLk                    				SL2281				20				LB
OwPlxDBovoiJjQe             				SL2281				21				MB
masZYtuFYimIuDe             				SL2281				22				UB
ZQ                          				SL2281				23				LB
LqcgOYRgwfbUuAr             				SL2281				24				MB
WVco                        				SL2282				1				LB
yBApxcnJeZUeNyjn            				SL2282				2				MB
tABBPvPzeytLmTa             				SL2282				3				UB
zfCsM                       				SL2282				4				LB
BoWOBtwAXJFS                				SL2282				5				MB
cuUSo                       				SL2282				6				UB
dzQrvX                      				SL2282				7				SL
ffbNwTPVeftNwyl             				SL2282				8				SU
RE                          				SL2282				9				LB




PNR Number: 22517_20221101_1_3050_14				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

cU                          				AC3050				14				SL
igXcDLsOE                   				AC3050				15				SU
ZPHTZYv                     				AC3050				16				LB
GJylplFFHVRG                				AC3050				17				LB
ghluiMbEtRcCec              				AC3050				18				UB
M                           				AC3051				1				UB
ukTRwlhpiCiyrbwb            				AC3051				2				SL
ZrfYLIZrVTL                 				AC3051				3				SU
eX                          				AC3051				4				LB
ZuPMGB                      				AC3051				5				LB
NEFfp                       				AC3051				6				UB




PNR Number: 22517_20221101_0_2285_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

TPUhkgeP                    				SL2285				16				MB
GnXpGz                      				SL2285				17				UB
eQlyBwkfBDw                 				SL2285				18				SL
IgKexOJJKEXGDCHv            				SL2285				19				SU
yROY                        				SL2285				20				LB
Od                          				SL2285				21				MB
pB                          				SL2285				22				UB
gJmjK                       				SL2285				23				LB
assVhStZnmQxW               				SL2285				24				MB
cq                          				SL2286				1				LB
ayCpMfMkQsuZSCp             				SL2286				2				MB
PWKl                        				SL2286				3				UB
BvlKYVmwmJgYjE              				SL2286				4				LB
AbMXWvHnhrEoZvDM            				SL2286				5				MB




PNR Number: 4652_20221101_0_2163_12				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

niSTCfaqS                   				SL2163				12				LB
kflT                        				SL2163				13				MB
tVi                         				SL2163				14				UB
ZqetVURYVojDj               				SL2163				15				LB
TD                          				SL2163				16				MB
yKemubgrsPpYZ               				SL2163				17				UB
uYkdvgxeFCI                 				SL2163				18				SL
qOip                        				SL2163				19				SU
YymEFxTAZaBsu               				SL2163				20				LB
XDbhwddJ                    				SL2163				21				MB
ftWkQ                       				SL2163				22				UB




PNR Number: 4652_20221101_1_3116_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

x                           				AC3116				8				SL
PALrhNLorlk                 				AC3116				9				SU
KsGkJko                     				AC3116				10				LB
EIbbaQvDk                   				AC3116				11				LB
GJUdMnkA                    				AC3116				12				UB
TA                          				AC3116				13				UB
xRK                         				AC3116				14				SL
m                           				AC3116				15				SU
PZDieoatUawKr               				AC3116				16				LB
bSoeocIhpwnf                				AC3116				17				LB
FtsRfeWz                    				AC3116				18				UB
brFlnTuWrpysb               				AC3117				1				UB
mEJejlpdz                   				AC3117				2				SL




PNR Number: 22517_20221101_0_2288_18				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

iRzaqdYsLOtc                				SL2288				18				SL
bzQJRKBqvZDZQNd             				SL2288				19				SU
ehO                         				SL2288				20				LB
z                           				SL2288				21				MB
nY                          				SL2288				22				UB
GfYjHpmyfFVkO               				SL2288				23				LB
jMGZNbCq                    				SL2288				24				MB
qBEAHhtfJu                  				SL2289				1				LB
gIYPecuJZcDuiS              				SL2289				2				MB
KK                          				SL2289				3				UB
ChMJcDIprVzZvLK             				SL2289				4				LB
YQn                         				SL2289				5				MB
y                           				SL2289				6				UB
B                           				SL2289				7				SL
AHKPWileAefmB               				SL2289				8				SU
FKkt                        				SL2289				9				LB
VZW                         				SL2289				10				MB
CkumrxO                     				SL2289				11				UB
VhmLZzjhArOxAc              				SL2289				12				LB
lQfLTjSiyh                  				SL2289				13				MB
xBSYVHAzr                   				SL2289				14				UB
PmkueS                      				SL2289				15				LB
O                           				SL2289				16				MB
IYT                         				SL2289				17				UB
DtmMZBtoLLZpQXmw            				SL2289				18				SL
oDdQmgqh                    				SL2289				19				SU
HopdzKhdnWAeoaX             				SL2289				20				LB
MAGxiVXAKUyh                				SL2289				21				MB
nryRRbAuKSoTu               				SL2289				22				UB
YndnerRNLDL                 				SL2289				23				LB
w                           				SL2289				24				MB
QRPOLZeLKDUnQHo             				SL2290				1				LB
gKKotRGMySn                 				SL2290				2				MB
sb                          				SL2290				3				UB
bhK                         				SL2290				4				LB
ekq                         				SL2290				5				MB




PNR Number: 4652_20221101_1_3127_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

sIBPOhoGesGLpEqG            				AC3127				9				SU
e                           				AC3127				10				LB
jyc                         				AC3127				11				LB
RqwMy                       				AC3127				12				UB
spFARPPHg                   				AC3127				13				UB
rJnrljCtNTBppg              				AC3127				14				SL
VGZXNre                     				AC3127				15				SU
CisNvne                     				AC3127				16				LB
j                           				AC3127				17				LB
sCyTF                       				AC3127				18				UB
TpUXM                       				AC3128				1				UB
vfHOwkl                     				AC3128				2				SL
esXmAZkRus                  				AC3128				3				SU
STQzskBXBzNZjUCY            				AC3128				4				LB
nGllngw                     				AC3128				5				LB
UXM                         				AC3128				6				UB
jclaM                       				AC3128				7				UB
GKvjTUcYnFIeTpgU            				AC3128				8				SL
ZyBwRaGFzuzcXRB             				AC3128				9				SU




PNR Number: 4652_20221101_1_3137_16				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

QWPYQQhFWjlbXoW             				AC3137				16				LB
BxhOtnsUio                  				AC3137				17				LB
FCYuhOgVTRoGAT              				AC3137				18				UB
PzALnMD                     				AC3138				1				UB
ccWlFmiO                    				AC3138				2				SL
E                           				AC3138				3				SU
BKsCnkYuFHQ                 				AC3138				4				LB
ODDvBcnRfi                  				AC3138				5				LB
achphZx                     				AC3138				6				UB
aIDcipBbgHAucn              				AC3138				7				UB
FBhR                        				AC3138				8				SL
ODcPTRmUZoPlPzyb            				AC3138				9				SU
cbQdOlLfgPQLQ               				AC3138				10				LB
Bvo                         				AC3138				11				LB
G                           				AC3138				12				UB
y                           				AC3138				13				UB
HQGxYGqUaTyNBL              				AC3138				14				SL
bfeb                        				AC3138				15				SU
heicRTKVsqLJ                				AC3138				16				LB
HRvWtBJYJbt                 				AC3138				17				LB
tCSMJdhYxIiGZuv             				AC3138				18				UB
xRAwr                       				AC3139				1				UB
WfIPHKJmyzWdQhkO            				AC3139				2				SL
QzBLSVKjGf                  				AC3139				3				SU
Lwk                         				AC3139				4				LB
jabIgsHRs                   				AC3139				5				LB




PNR Number: 22517_20221101_0_2361_7				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

JTW                         				SL2361				7				SL
oPTJBam                     				SL2361				8				SU
vw                          				SL2361				9				LB
NzLKjrERFyM                 				SL2361				10				MB
WRKGEiCLisovabdV            				SL2361				11				UB
ohapMAcAHU                  				SL2361				12				LB
HadOjFSIRkCY                				SL2361				13				MB
y                           				SL2361				14				UB
OII                         				SL2361				15				LB
qnJyM                       				SL2361				16				MB
MkeZtfvGI                   				SL2361				17				UB
tyqzulfgpACC                				SL2361				18				SL
qOPdwpOQSAf                 				SL2361				19				SU
ObNUtB                      				SL2361				20				LB
CVcmPJEgR                   				SL2361				21				MB
lnhA                        				SL2361				22				UB
UMglXFGrVuaa                				SL2361				23				LB
vjbpIonBrChmmPdA            				SL2361				24				MB
cNaKsQ                      				SL2362				1				LB
jSReTPHHqJdFNQMH            				SL2362				2				MB
awHhFQb                     				SL2362				3				UB




PNR Number: 22517_20221101_1_3162_4				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

nijkxPYcQjRV                				AC3162				4				LB
zriRtyqTzKWoyBU             				AC3162				5				LB
ipJ                         				AC3162				6				UB
nSAYqsVxTyhKHCC             				AC3162				7				UB
rMxZaqvB                    				AC3162				8				SL
bICsWVJzzsWMdr              				AC3162				9				SU
Rdsarytd                    				AC3162				10				LB
epme                        				AC3162				11				LB
MBWIurLMsMnblej             				AC3162				12				UB
zPW                         				AC3162				13				UB
zHXFVpGdatwEWugm            				AC3162				14				SL
qhiYf                       				AC3162				15				SU




PNR Number: 4652_20221101_1_3206_17				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

TqZzAYOAgEXAH               				AC3206				17				LB
NCIUTxEzcdalIXO             				AC3206				18				UB
ohuPWEdduGV                 				AC3207				1				UB
Bs                          				AC3207				2				SL
nxSJxNZrWGuyBPvg            				AC3207				3				SU
qWwXSgweJp                  				AC3207				4				LB
cnsBWfas                    				AC3207				5				LB
egvulsUsWX                  				AC3207				6				UB
teXmcQ                      				AC3207				7				UB
dyVoDEmYPGNfDb              				AC3207				8				SL
BboCjnfkdlvUAP              				AC3207				9				SU
lV                          				AC3207				10				LB
MexXejltX                   				AC3207				11				LB
dOaCClbdAhfIeFiC            				AC3207				12				UB
isxKMEVGJm                  				AC3207				13				UB
tJzWmNHuVwlFd               				AC3207				14				SL
IkrHLyuhiAfBes              				AC3207				15				SU
rdrwNglNRzLVOboc            				AC3207				16				LB
EIogKMdcX                   				AC3207				17				LB
nlSDAOVVCpTX                				AC3207				18				UB
TwZFa                       				AC3208				1				UB
LDAvtoIwNBsCJG              				AC3208				2				SL
stu                         				AC3208				3				SU
yQiVpOv                     				AC3208				4				LB




PNR Number: 4652_20221101_1_3209_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

MTQ                         				AC3209				8				SL
oDptkDYt                    				AC3209				9				SU
DTjFpJbXXygCLySB            				AC3209				10				LB
horl                        				AC3209				11				LB
GcjAlCQLXR                  				AC3209				12				UB
iV                          				AC3209				13				UB
Nl                          				AC3209				14				SL
vRFO                        				AC3209				15				SU
AoSKGMsQqYsIhgK             				AC3209				16				LB
WhMagPMRUEZb                				AC3209				17				LB
KcXAf                       				AC3209				18				UB
cZVdownPtEdFLaIc            				AC3210				1				UB
uwTXnQ                      				AC3210				2				SL
yAaXwQ                      				AC3210				3				SU
WqwHuMbEOELR                				AC3210				4				LB
RKQWfj                      				AC3210				5				LB
iMCHtf                      				AC3210				6				UB
aasUOQ                      				AC3210				7				UB
ElJinAcSRLLfNLJ             				AC3210				8				SL
nqjDiJNnIgMC                				AC3210				9				SU
f                           				AC3210				10				LB
ny                          				AC3210				11				LB
ue                          				AC3210				12				UB
OXk                         				AC3210				13				UB
IhFu                        				AC3210				14				SL
YmDaCAnJggQ                 				AC3210				15				SU
TCXYLhiBCaNzt               				AC3210				16				LB
UNzpIPV                     				AC3210				17				LB
jdVnCALNmNtCGGm             				AC3210				18				UB
TbFDfpBHgRqAwm              				AC3211				1				UB




PNR Number: 22517_20221101_0_2392_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

DeCg                        				SL2392				16				MB
pTsEDFDGpmVey               				SL2392				17				UB




PNR Number: 4652_20221101_0_2248_23				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

G                           				SL2248				23				LB
eCWDYEtSIgLBWH              				SL2248				24				MB
iq                          				SL2249				1				LB
KTfK                        				SL2249				2				MB
cEwMQdF                     				SL2249				3				UB
SdUeImjRVADQtM              				SL2249				4				LB
twU                         				SL2249				5				MB
OBPLgc                      				SL2249				6				UB
GxwPHXTBFWSB                				SL2249				7				SL
UaEpdEpoPjZlmIqm            				SL2249				8				SU
hKcudfycc                   				SL2249				9				LB
CLLaYMyn                    				SL2249				10				MB
jGOOAVpKDC                  				SL2249				11				UB
puY                         				SL2249				12				LB
